RptDt,GEOID,GEOName,POS_CUM_CP,POS_NEW_CP,POS_7DAYAVG_CP,DTH_CUM_CP,DTH_NEW_CP,DTH_7DAYAVG_CP,DTH_OVER_30DAYS_CP,DTH_CP_Daily,TESTS_POS_CONF,TESTS_POS_CONF_NEW,TESTS_POS_CONF_7DAYAVG,PercentNAATPos,NEG_7DAYAVG,TESTS_CUM,TESTS_NEW,TESTS_7DAYAVG,POS_CUM_CONF,POS_NEW_CONF,POS_7DAYAVG_CONF,POS_CUM_PROB,POS_NEW_PROB,POS_7DAYAVG_PROB,DTH_CUM_CONF,DTH_NEW_CONF,DTH_7DAYAVG_CONF,DTH_CONF_Daily,DTH_CUM_PROB,DTH_NEW_PROB,DTH_7DAYAVG_PROB,DTH_PROB_Daily,POS_MALE_CP,POS_FEM_CP,POS_OTH_CP,POS_0_9_CP,POS_10_19_CP,POS_20_29_CP,POS_30_39_CP,POS_40_49_CP,POS_50_59_CP,POS_60_69_CP,POS_70_79_CP,POS_80_89_CP,POS_90_CP,DTHS_FEM_CP,DTHS_MALE_CP,DTHS_OTH_CP,DTHS_0_9_CP,DTHS_10_19_CP,DTHS_20_29_CP,DTHS_30_39_CP,DTHS_40_49_CP,DTHS_50_59_CP,DTHS_60_69_CP,DTHS_70_79_CP,DTHS_80_89_CP,DTHS_90_CP,POS_AIAN_CP,POS_ASN_CP,POS_BLK_CP,POS_WHT_CP,POS_MLTOTH_CP,POS_UNK_CP,POS_E_HSP_CP,POS_E_NHSP_CP,POS_E_UNK_CP,DTH_AIAN_CP,DTH_ASN_CP,DTH_BLK_CP,DTH_WHT_CP,DTH_MLTOTH_CP,DTH_UNK_CP,DTH_E_HSP_CP,DTH_E_NHSP_CP,DTH_E_UNK_CP,POS_HC_Y_CP,POS_HC_N_CP,POS_HC_UNK_CP,HOSP_YES_CP,HOSP_NO_CP,HOSP_UNK_CP,Date,POP,POP_MOE,OBJECTID,GEO,ShapeSTArea,ShapeSTLength
2022/04/19 19:00:00+00,54515,54515,99,0,0,1,0,0,0,0,,,,,0.43,641,0,0.71,92,0,0,7,0,0,1,0,0,0,0,0,0,0,43,56,0,-999,14,7,9,17,20,20,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,76,-999,22,-999,47,51,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,36,61,6,64,29,2022/04/18 06:00:00+00,448,55,1026,ZCTA,438581892.253906,123637.320626994
2022/04/19 19:00:00+00,54517,54517,13,0,0,0,0,0,0,0,,,,,0.14,117,0,0.14,11,0,0,2,0,0,0,0,0,0,0,0,0,0,5,8,0,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,8,0,4,9,2022/04/18 06:00:00+00,105,37,1027,ZCTA,443540782.21875,150234.753306699
2022/04/19 19:00:00+00,54519,54519,266,0,0,8,0,0,0,0,,,,,0.86,1720,0,2.14,255,0,0,11,0,0,8,0,0,0,0,0,0,0,128,137,1,18,35,20,36,33,52,37,19,15,-999,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,231,6,26,-999,216,46,-999,-999,-999,8,-999,-999,-999,8,-999,5,97,164,10,165,91,2022/04/18 06:00:00+00,1267,152,1028,ZCTA,477900898.492188,115177.289019488
2022/04/19 19:00:00+00,54520,54520,1269,0,0.14,18,0,0,0,0,,,,,2.57,15922,2,7.43,1181,0,0.14,88,0,0,18,0,0,0,0,0,0,0,583,686,0,156,189,166,179,163,164,150,68,31,-999,6,12,-999,-999,-999,-999,-999,-999,-999,5,-999,7,-999,426,-999,-999,757,39,39,16,1121,132,9,-999,-999,9,-999,-999,-999,18,-999,48,763,458,43,897,329,2022/04/18 06:00:00+00,4289,189,1029,ZCTA,812485966.84375,182261.329797509
2022/04/19 19:00:00+00,54521,54521,1857,0,0,36,0,0,0,0,,,,,3.57,15699,2,9.29,1776,0,0,81,0,0,33,0,0,0,3,0,0,0,851,1003,3,130,237,196,252,235,283,273,163,71,17,14,22,-999,-999,-999,-999,-999,-999,-999,7,8,12,7,17,-999,13,1581,40,203,40,1507,310,-999,-999,-999,33,-999,-999,-999,32,-999,73,668,1116,89,1100,668,2022/04/18 06:00:00+00,7908,368,1030,ZCTA,1383889854.42578,377737.546621423
2022/04/19 19:00:00+00,54524,54524,126,0,0,0,0,0,0,0,,,,,0.14,1164,0,0.71,116,0,0,10,0,0,0,0,0,0,0,0,0,0,56,70,0,5,15,14,12,27,19,23,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,76,-999,47,-999,89,37,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,42,79,12,58,56,2022/04/18 06:00:00+00,632,109,1031,ZCTA,497163715.625,174420.394454794
2022/04/19 19:00:00+00,54525,54525,53,0,0,0,0,0,0,0,,,,,0.29,606,0,0.29,44,0,0,9,0,0,0,0,0,0,0,0,0,0,21,27,5,8,11,7,5,5,9,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,43,5,-999,-999,32,19,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,17,31,0,41,12,2022/04/18 06:00:00+00,247,74,1032,ZCTA,3982552.875,15324.4084176486
2022/04/19 19:00:00+00,54526,54526,205,0,0,3,0,0,0,0,,,,,0.29,1382,0,0.86,195,0,0,10,0,0,3,0,0,0,0,0,0,0,90,115,0,12,31,21,13,31,41,26,20,5,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,156,-999,47,-999,175,26,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,100,90,18,126,61,2022/04/18 06:00:00+00,734,81,1033,ZCTA,588104339.941406,196256.743658086
2022/04/19 19:00:00+00,54547,54547,316,0,0,2,0,0,0,0,,,,,0.86,1968,1,2.57,263,0,0,53,0,0,2,0,0,0,0,0,0,0,137,176,3,12,35,30,30,40,43,71,32,19,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,238,-999,65,6,244,66,-999,-999,-999,-999,-999,-999,-999,-999,-999,11,76,229,25,132,159,2022/04/18 06:00:00+00,1365,117,1034,ZCTA,1280012484.50781,296145.116091449
2022/04/19 19:00:00+00,54548,54548,1130,0,0.14,21,0,0.14,0,0,,,,,1.86,11030,4,6.29,1082,0,0,48,0,0.14,20,0,0,0,1,0,0.14,0,531,597,2,54,134,98,129,129,208,173,107,74,24,9,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,6,38,-999,-999,751,33,303,17,854,259,-999,-999,-999,16,-999,-999,-999,16,5,38,356,736,53,489,588,2022/04/18 06:00:00+00,4853,172,1035,ZCTA,582705628.257812,190585.714506539
2022/04/19 19:00:00+00,54550,54550,194,0,0,3,0,0,0,0,,,,,0.29,1540,0,0.71,168,0,0,26,0,0,3,0,0,0,0,0,0,0,90,102,2,11,40,18,28,22,43,16,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,178,9,5,-999,142,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,41,146,9,122,63,2022/04/18 06:00:00+00,654,88,1036,ZCTA,151408487.675781,80143.6522448883
2022/04/19 19:00:00+00,54552,54552,959,0,0.14,11,0,0,0,0,,,,,2.43,10538,1,7.43,908,0,0.14,51,0,0,10,0,0,0,1,0,0,0,432,527,0,83,119,99,117,107,154,131,96,40,13,-999,10,-999,-999,-999,-999,-999,-999,-999,-999,5,-999,-999,-999,36,-999,597,-999,317,12,762,185,-999,-999,-999,8,-999,-999,-999,10,-999,37,352,570,78,533,348,2022/04/18 06:00:00+00,4071,193,1037,ZCTA,2001830255.01953,427462.604837467
2022/04/19 19:00:00+00,54554,54554,211,0,0,4,0,0,0,0,,,,,0.14,1640,0,0.86,199,0,0,12,0,0,4,0,0,0,0,0,0,0,88,122,1,15,27,9,18,32,22,48,26,13,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,184,-999,20,-999,169,39,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,97,108,9,137,65,2022/04/18 06:00:00+00,1043,132,1038,ZCTA,516944048.589844,147397.024239537
2022/04/19 19:00:00+00,54555,54555,1190,0,0.14,16,0,0,0,0,,,,,2.14,12141,2,7,1103,0,0.14,87,0,0,14,0,0,0,2,0,0,0,586,604,0,91,140,121,142,178,174,178,101,50,10,8,8,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,-999,849,13,315,11,846,333,-999,-999,-999,12,-999,-999,-999,10,6,36,513,641,99,695,396,2022/04/18 06:00:00+00,4776,197,1039,ZCTA,1729254200.06641,330013.242111979
2022/04/19 19:00:00+00,54556,54556,245,0,0,3,0,0,0,0,,,,,0.57,1757,0,1.14,232,0,0,13,0,0,3,0,0,0,0,0,0,0,104,141,0,17,31,24,35,41,39,25,20,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,200,-999,38,-999,134,107,-999,-999,-999,-999,-999,-999,-999,-999,-999,10,92,143,11,178,56,2022/04/18 06:00:00+00,1159,120,1040,ZCTA,473813216.195312,160349.560162762
2022/04/19 19:00:00+00,54557,54557,183,0,0.14,7,0,0,0,0,,,,,0.43,1320,0,1,172,0,0.14,11,0,0,7,0,0,0,0,0,0,0,90,93,0,8,14,-999,10,8,25,62,35,14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,155,-999,23,5,149,29,-999,-999,-999,7,-999,-999,-999,6,-999,10,65,108,23,115,45,2022/04/18 06:00:00+00,838,113,1041,ZCTA,618281782.300781,154909.867087807
2022/04/19 19:00:00+00,54558,54558,433,0,0,9,0,0,0,0,,,,,0.71,3367,1,3.14,417,0,0,16,0,0,9,0,0,0,0,0,0,0,199,234,0,25,44,34,40,54,68,85,58,20,5,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,378,9,43,12,380,41,-999,-999,-999,8,-999,-999,-999,9,-999,15,159,259,24,278,131,2022/04/18 06:00:00+00,2000,267,1042,ZCTA,271404451.332031,125770.908938374
2022/04/19 19:00:00+00,54559,54559,173,0,0.14,1,0,0,0,0,,,,,0.14,1060,1,1.14,127,0,0.14,46,0,0,1,0,0,0,0,0,0,0,81,91,1,17,22,21,27,29,28,21,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,55,-999,-999,95,8,12,-999,134,37,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,41,129,10,85,78,2022/04/18 06:00:00+00,893,123,1043,ZCTA,748567241.347656,199622.806875484
2022/04/19 19:00:00+00,54560,54560,118,0,0,0,0,0,0,0,,,,,0.14,1199,0,0.29,114,0,0,4,0,0,0,0,0,0,0,0,0,0,56,62,0,14,7,14,18,17,17,21,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,98,-999,20,-999,97,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,36,79,1,84,33,2022/04/18 06:00:00+00,568,144,1044,ZCTA,215892899.507812,103616.026254523
2022/04/19 19:00:00+00,54561,54561,0,0,0,0,0,0,0,0,,,,,0.14,4,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,2022/04/18 06:00:00+00,0,9,1045,ZCTA,101016928.625,65809.3562686409
2022/04/19 19:00:00+00,54562,54562,389,0,0.14,8,0,0,0,0,,,,,0.57,3233,0,2.43,363,0,0.14,26,0,0,7,0,0,0,1,0,0,0,183,204,2,28,41,32,49,40,66,74,40,16,-999,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,331,9,45,-999,277,110,-999,-999,-999,7,-999,-999,-999,7,-999,14,157,218,16,186,187,2022/04/18 06:00:00+00,1858,187,1046,ZCTA,896331950.210938,211517.06140377
2022/04/19 19:00:00+00,54563,54563,166,0,0,4,0,0,0,0,,,,,0.14,1175,0,0.29,157,0,0,9,0,0,4,0,0,0,0,0,0,0,78,87,1,10,19,15,20,23,25,30,18,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,118,-999,48,-999,145,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,11,96,59,14,93,59,2022/04/18 06:00:00+00,781,90,1047,ZCTA,222163414.589844,134737.18847305
2022/04/19 19:00:00+00,54564,54564,74,0,0,2,0,0,0,0,,,,,0.14,539,0,0.43,71,0,0,3,0,0,2,0,0,0,0,0,0,0,35,39,0,-999,-999,-999,8,6,27,11,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,58,-999,16,-999,48,23,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,32,39,4,47,23,2022/04/18 06:00:00+00,395,71,1048,ZCTA,951137133.039062,333096.283759942
2022/04/19 19:00:00+00,54565,54565,9,0,0,0,0,0,0,0,,,,,0,34,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,0,3,6,2022/04/18 06:00:00+00,39,15,1049,ZCTA,559636987.023438,176910.1017161
2022/04/19 19:00:00+00,54566,54566,400,0,0,8,0,0,0,0,,,,,1,3216,1,2.71,357,0,0,43,0,0,4,0,0,0,4,0,0,0,185,215,0,40,55,39,56,51,74,43,22,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,100,-999,-999,273,11,13,-999,346,51,-999,-999,-999,8,-999,-999,-999,7,-999,10,221,169,24,298,78,2022/04/18 06:00:00+00,1259,124,1050,ZCTA,701702731.378906,184262.223008059
2022/04/19 19:00:00+00,54568,54568,1104,0,0,14,0,0,0,0,,,,,3.29,10027,3,8.29,1064,0,0,40,0,0,14,0,0,0,0,0,0,0,505,598,1,77,126,108,154,146,201,132,94,45,21,-999,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,-999,23,-999,-999,825,27,224,29,878,197,-999,-999,-999,13,-999,-999,-999,12,-999,53,401,650,41,655,408,2022/04/18 06:00:00+00,5109,222,1051,ZCTA,478975338.097656,158046.500265909
2022/04/19 19:00:00+00,54601,54601,13669,4,7,80,0,0.14,0,0,,,,,15.29,145733,16,72.71,12086,4,5.86,1583,0,1.14,79,0,0.14,0,1,0,0,0,6238,7385,46,1030,2152,4446,1922,1299,1163,840,458,248,110,43,37,-999,-999,-999,-999,-999,-999,-999,11,13,21,27,80,559,423,11753,412,442,324,12337,1008,-999,-999,-999,72,-999,-999,-999,78,-999,773,5297,7599,389,5449,7831,2022/04/18 06:00:00+00,50388,624,1052,ZCTA,371953612.558594,127699.874248669
2022/04/19 19:00:00+00,54603,54603,3950,0,1,11,0,0,0,0,,,,,6.14,35768,3,23.86,3720,0,0.71,230,0,0.29,11,0,0,0,0,0,0,0,1937,2008,5,336,491,853,707,480,498,355,174,52,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26,311,209,3235,105,64,131,3624,195,-999,-999,-999,10,-999,-999,-999,11,-999,173,1558,2219,134,1816,2000,2022/04/18 06:00:00+00,14090,543,1053,ZCTA,47833683.3867188,76397.0424047256
2022/04/19 19:00:00+00,54610,54610,364,0,0,2,0,0,0,0,,,,,0.43,3392,0,1.29,348,0,0,16,0,0,2,0,0,0,0,0,0,0,170,194,0,32,48,35,40,35,75,60,26,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,342,12,9,-999,349,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,19,241,104,17,267,80,2022/04/18 06:00:00+00,1649,126,1054,ZCTA,691380809.289062,186744.57061054
2022/04/19 19:00:00+00,53715,53715,3249,7,4,9,0,0.14,0,0,,,,,4,155130,22,39.43,3109,6,3.86,140,1,0.14,8,0,0.14,0,1,0,0,0,1608,1623,18,71,895,1791,181,121,82,73,24,10,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,21,301,175,2321,362,69,235,2799,215,-999,-999,-999,6,-999,-999,-999,8,-999,106,1974,1169,28,1801,1420,2022/04/18 06:00:00+00,13508,708,1055,ZCTA,5872889.95703125,19266.7328610922
2022/04/19 19:00:00+00,53716,53716,3753,6,5.43,19,0,0,0,0,,,,,8.29,66825,10,57.43,3654,6,5.29,99,0,0.14,19,0,0,0,0,0,0,0,1820,1917,16,388,546,530,720,549,397,349,157,72,45,8,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,-999,34,118,314,2941,299,47,382,3129,242,-999,-999,-999,18,-999,-999,-999,19,-999,124,1175,2454,99,1537,2117,2022/04/18 06:00:00+00,18480,386,1056,ZCTA,32183132.7421875,38641.0648312141
2022/04/19 19:00:00+00,53717,53717,1971,4,2.86,4,0,0,0,0,,,,,6.57,41750,4,35.29,1872,3,2.71,99,1,0.14,4,0,0,0,0,0,0,0,974,993,4,221,213,456,349,225,219,169,85,25,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,233,220,1332,132,45,191,1642,138,-999,-999,-999,-999,-999,-999,-999,-999,-999,76,639,1256,39,932,1000,2022/04/18 06:00:00+00,12748,704,1057,ZCTA,17789420.7695312,30819.0029759709
2022/04/19 19:00:00+00,53718,53718,3977,2,5.14,28,0,0,0,0,,,,,11.29,58004,13,57.43,3775,2,4.71,202,0,0.43,27,0,0,0,1,0,0,0,1884,2060,33,412,434,890,871,508,351,242,126,99,44,11,17,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,11,31,300,495,2784,289,78,424,3354,199,-999,-999,-999,25,-999,-999,-999,27,-999,132,1228,2617,106,1622,2249,2022/04/18 06:00:00+00,14768,624,1058,ZCTA,97540145.0898438,96938.4452988519
2022/04/19 19:00:00+00,53719,53719,6449,3,8.14,23,0,0,0,0,,,,,16,113329,8,86.86,5948,3,7.86,501,0,0.29,23,0,0,0,0,0,0,0,3041,3384,24,772,797,1533,1359,854,572,328,119,75,38,9,14,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,7,58,543,714,4139,762,233,1205,4875,369,-999,-999,-999,18,-999,-999,-999,20,-999,232,2113,4104,139,2925,3385,2022/04/18 06:00:00+00,31487,942,1059,ZCTA,49455316.484375,63445.731466226
2022/04/19 19:00:00+00,53726,53726,974,1,1.57,1,0,0,0,0,,,,,1,45858,6,17.71,928,1,1.57,46,0,0,1,0,0,0,0,0,0,0,530,440,4,40,133,614,62,40,40,29,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,72,21,773,85,19,47,854,73,-999,-999,-999,-999,-999,-999,-999,-999,-999,58,543,373,3,547,424,2022/04/18 06:00:00+00,5612,477,1060,ZCTA,2415388.3671875,7885.17127148526
2022/04/19 19:00:00+00,53792,53792,0,0,0,0,0,0,0,0,,,,,0.14,208,1,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,2022/04/18 06:00:00+00,0,9,1061,ZCTA,102194.91015625,1264.09083946005
2022/04/19 19:00:00+00,54619,54619,679,0,0.14,3,0,0,0,0,,,,,0.86,6973,1,5.57,652,0,0,27,0,0.14,3,0,0,0,0,0,0,0,319,360,0,67,109,87,93,115,93,54,38,18,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,664,-999,11,33,618,28,-999,-999,-999,-999,-999,-999,-999,-999,-999,42,354,283,26,421,232,2022/04/18 06:00:00+00,3896,397,1062,ZCTA,510875845.1875,169724.339731378
2022/04/19 19:00:00+00,54621,54621,302,0,0.14,6,0,0,0,0,,,,,0.43,2539,0,0.86,290,0,0.14,12,0,0,6,0,0,0,0,0,0,0,144,158,0,26,45,41,33,41,54,36,17,9,-999,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,289,-999,7,-999,281,21,-999,-999,-999,5,-999,-999,-999,5,-999,24,125,153,14,170,118,2022/04/18 06:00:00+00,1466,184,1063,ZCTA,187233799.203125,107766.040673587
2022/04/19 19:00:00+00,54622,54622,518,1,0.43,1,0,0,0,0,,,,,0.43,4053,2,1.29,499,1,0.43,19,0,0,1,0,0,0,0,0,0,0,251,267,0,46,68,76,66,89,81,54,23,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,474,26,16,7,479,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,30,285,203,10,302,206,2022/04/18 06:00:00+00,1882,137,1064,ZCTA,338136461.152344,185380.493993575
2022/04/19 19:00:00+00,54623,54623,430,0,0.14,6,0,0,0,0,,,,,0.71,4115,1,2.29,407,0,0.14,23,0,0,6,0,0,0,0,0,0,0,199,230,1,36,66,57,66,62,70,41,21,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,412,10,5,-999,408,18,-999,-999,-999,6,-999,-999,-999,5,-999,25,208,197,13,238,179,2022/04/18 06:00:00+00,2142,156,1065,ZCTA,259938926.855469,120599.014888736
2022/04/19 19:00:00+00,54624,54624,279,0,0,4,0,0,0,0,,,,,0.43,2606,0,1.29,254,0,0,25,0,0,4,0,0,0,0,0,0,0,136,143,0,31,36,29,35,45,51,29,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,-999,261,-999,-999,-999,263,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,17,123,139,20,145,114,2022/04/18 06:00:00+00,1422,113,1066,ZCTA,333132639.554688,122133.613438944
2022/04/19 19:00:00+00,54636,54636,5031,1,2.57,16,0,0,0,0,,,,,7.29,38539,2,23.43,4658,1,2.57,373,0,0,15,0,0,0,1,0,0,0,2427,2590,14,606,944,569,838,804,656,355,187,57,15,6,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,13,292,44,4529,85,68,71,4731,229,-999,-999,-999,14,-999,-999,-999,14,-999,255,2090,2686,143,2518,2370,2022/04/18 06:00:00+00,14587,359,1067,ZCTA,419431658.527344,133211.117375174
2022/04/19 19:00:00+00,54637,54637,27,0,0,0,0,0,0,0,,,,,0,385,0,0.14,26,0,0,1,0,0,0,0,0,0,0,0,0,0,15,12,0,-999,-999,5,7,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24,-999,-999,-999,22,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,17,0,12,15,2022/04/18 06:00:00+00,195,38,1068,ZCTA,1801234.6796875,7240.88016644116
2022/04/19 19:00:00+00,54638,54638,288,0,0,1,0,0,0,0,,,,,1,2155,1,2,281,0,0,7,0,0,0,0,0,0,1,0,0,0,135,153,0,12,38,41,43,42,48,36,19,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,274,5,5,-999,257,27,-999,-999,-999,-999,-999,-999,-999,-999,-999,13,140,135,16,176,96,2022/04/18 06:00:00+00,1680,200,1069,ZCTA,275752164.027344,133304.872814499
2022/04/19 19:00:00+00,54639,54639,438,0,0,4,0,0,0,0,,,,,0.86,4720,0,4.29,406,0,0,32,0,0,4,0,0,0,0,0,0,0,207,229,2,36,70,46,71,68,59,46,29,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,421,-999,10,-999,395,41,-999,-999,-999,-999,-999,-999,-999,-999,-999,28,203,207,15,321,102,2022/04/18 06:00:00+00,2708,212,1070,ZCTA,477571967.992188,201948.897073268
2022/04/19 19:00:00+00,54641,54641,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,2022/04/18 06:00:00+00,3,4,1071,ZCTA,20850689.9882812,23477.6016167727
2022/04/19 19:00:00+00,54642,54642,506,0,0,2,0,0,0,0,,,,,0.71,4637,0,2.29,465,0,0,41,0,0,2,0,0,0,0,0,0,0,245,260,1,54,72,75,89,64,66,50,23,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,-999,481,9,5,12,480,14,-999,-999,-999,-999,-999,-999,-999,-999,-999,18,187,301,11,249,246,2022/04/18 06:00:00+00,2148,166,1072,ZCTA,478768103.820312,158285.466213961
2022/04/19 19:00:00+00,54625,54625,60,0,0,1,0,0,0,0,,,,,0,395,0,0.14,58,0,0,2,0,0,1,0,0,0,0,0,0,0,33,27,0,-999,7,5,-999,8,12,8,6,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,57,-999,-999,-999,57,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16,43,4,14,42,2022/04/18 06:00:00+00,240,53,1073,ZCTA,31719746.2929688,40059.9573472336
2022/04/19 19:00:00+00,54626,54626,316,0,0,2,0,0,0,0,,,,,0.43,2257,2,1.43,257,0,0,59,0,0,2,0,0,0,0,0,0,0,159,157,0,24,45,37,49,51,47,38,21,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,310,-999,-999,-999,295,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,22,170,124,19,143,154,2022/04/18 06:00:00+00,1340,136,1074,ZCTA,332679941.898438,132057.68587199
2022/04/19 19:00:00+00,54627,54627,493,0,0,0,0,0,0,0,,,,,0.71,4413,2,1.57,475,0,0,18,0,0,0,0,0,0,0,0,0,0,244,248,1,44,64,70,68,65,81,60,32,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,465,8,15,-999,463,27,-999,-999,-999,-999,-999,-999,-999,-999,-999,20,240,233,14,209,270,2022/04/18 06:00:00+00,1707,147,1075,ZCTA,413807193.238281,169987.836670497
2022/04/19 19:00:00+00,54632,54632,246,0,0,2,0,0,0,0,,,,,0.71,2272,0,2,222,0,0,24,0,0,2,0,0,0,0,0,0,0,122,124,0,31,29,33,37,33,33,28,15,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,237,-999,-999,-999,230,14,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,117,120,6,137,103,2022/04/18 06:00:00+00,1132,136,1076,ZCTA,239166088.765625,105020.535664783
