RptDt,GEOID,GEOName,POS_CUM_CP,POS_NEW_CP,POS_7DAYAVG_CP,DTH_CUM_CP,DTH_NEW_CP,DTH_7DAYAVG_CP,DTH_OVER_30DAYS_CP,DTH_CP_Daily,TESTS_POS_CONF,TESTS_POS_CONF_NEW,TESTS_POS_CONF_7DAYAVG,PercentNAATPos,NEG_7DAYAVG,TESTS_CUM,TESTS_NEW,TESTS_7DAYAVG,POS_CUM_CONF,POS_NEW_CONF,POS_7DAYAVG_CONF,POS_CUM_PROB,POS_NEW_PROB,POS_7DAYAVG_PROB,DTH_CUM_CONF,DTH_NEW_CONF,DTH_7DAYAVG_CONF,DTH_CONF_Daily,DTH_CUM_PROB,DTH_NEW_PROB,DTH_7DAYAVG_PROB,DTH_PROB_Daily,POS_MALE_CP,POS_FEM_CP,POS_OTH_CP,POS_0_9_CP,POS_10_19_CP,POS_20_29_CP,POS_30_39_CP,POS_40_49_CP,POS_50_59_CP,POS_60_69_CP,POS_70_79_CP,POS_80_89_CP,POS_90_CP,DTHS_FEM_CP,DTHS_MALE_CP,DTHS_OTH_CP,DTHS_0_9_CP,DTHS_10_19_CP,DTHS_20_29_CP,DTHS_30_39_CP,DTHS_40_49_CP,DTHS_50_59_CP,DTHS_60_69_CP,DTHS_70_79_CP,DTHS_80_89_CP,DTHS_90_CP,POS_AIAN_CP,POS_ASN_CP,POS_BLK_CP,POS_WHT_CP,POS_MLTOTH_CP,POS_UNK_CP,POS_E_HSP_CP,POS_E_NHSP_CP,POS_E_UNK_CP,DTH_AIAN_CP,DTH_ASN_CP,DTH_BLK_CP,DTH_WHT_CP,DTH_MLTOTH_CP,DTH_UNK_CP,DTH_E_HSP_CP,DTH_E_NHSP_CP,DTH_E_UNK_CP,POS_HC_Y_CP,POS_HC_N_CP,POS_HC_UNK_CP,HOSP_YES_CP,HOSP_NO_CP,HOSP_UNK_CP,Date,POP,POP_MOE,OBJECTID,GEO,ShapeSTArea,ShapeSTLength
2022/04/19 19:00:00+00,54806,54806,2288,2,2.29,23,0,0,0,0,,,,,5.57,23652,4,28.14,1703,1,1.29,585,1,1,17,0,0,0,6,0,0,0,1128,1150,10,213,272,421,326,264,328,275,115,59,14,7,16,-999,-999,-999,-999,-999,-999,-999,5,-999,7,6,340,9,24,1675,103,137,41,1875,372,-999,-999,-999,19,-999,-999,-999,22,-999,128,895,1265,65,884,1339,2022/04/18 06:00:00+00,11440,224,558,ZCTA,1461616167.58594,413872.696321153
2022/04/19 19:00:00+00,54810,54810,669,3,0.71,4,0,0,0,0,,,,,0.71,5433,1,3.14,642,0,0.29,27,3,0.43,4,0,0,0,0,0,0,0,329,331,9,54,79,77,107,95,99,89,42,23,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16,-999,-999,607,15,31,9,586,74,-999,-999,-999,-999,-999,-999,-999,-999,-999,18,274,377,32,344,293,2022/04/18 06:00:00+00,2302,186,559,ZCTA,267411274.699219,126673.553186794
2022/04/19 19:00:00+00,54812,54812,1820,0,0.43,21,0,0,0,0,,,,,3,14935,0,7.71,1764,0,0.43,56,0,0,21,0,0,0,0,0,0,0,869,951,0,102,234,260,295,258,244,206,112,78,31,8,13,-999,-999,-999,-999,-999,-999,-999,-999,5,9,-999,5,21,229,1418,72,75,74,1625,121,-999,-999,-999,16,-999,-999,-999,19,-999,80,911,829,71,1170,579,2022/04/18 06:00:00+00,5591,207,560,ZCTA,484735224.011719,174825.687799987
2022/04/19 19:00:00+00,54813,54813,133,0,0.14,1,0,0,0,0,,,,,0.29,943,0,0.86,130,0,0.14,3,0,0,1,0,0,0,0,0,0,0,68,65,0,7,22,15,17,18,22,18,9,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,112,5,15,-999,112,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,72,55,6,69,58,2022/04/18 06:00:00+00,631,108,561,ZCTA,296463752.148438,119113.285287794
2022/04/19 19:00:00+00,54814,54814,652,0,1.43,6,0,0,0,0,,,,,1.71,19064,1,31.43,402,0,1,250,0,0.43,6,0,0,0,0,0,0,0,296,353,3,107,109,110,97,58,69,52,41,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,383,6,-999,171,62,27,16,499,137,-999,-999,-999,-999,-999,-999,-999,6,-999,20,441,191,12,545,95,2022/04/18 06:00:00+00,2718,164,562,ZCTA,813036625.738281,177136.212202317
2022/04/19 19:00:00+00,54817,54817,510,0,0.14,4,0,0,0,0,,,,,0.86,4244,3,2.43,495,0,0.14,15,0,0,4,0,0,0,0,0,0,0,246,264,0,18,56,42,50,63,94,115,60,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,437,-999,64,-999,467,42,-999,-999,-999,-999,-999,-999,-999,-999,-999,23,335,152,26,352,132,2022/04/18 06:00:00+00,2064,180,563,ZCTA,944932397.132812,245160.586571118
2022/04/19 19:00:00+00,54819,54819,563,0,0,8,0,0,0,0,,,,,1.14,4645,0,2.57,541,0,0,22,0,0,8,0,0,0,0,0,0,0,266,297,0,29,63,67,74,73,101,83,48,19,6,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,415,11,133,7,495,61,-999,-999,-999,7,-999,-999,-999,8,-999,24,306,233,41,329,193,2022/04/18 06:00:00+00,2281,132,564,ZCTA,890426993.46875,224028.865918892
2022/04/19 19:00:00+00,54820,54820,178,0,0,3,0,0,0,0,,,,,0.14,1549,0,0.43,119,0,0,59,0,0,2,0,0,0,1,0,0,0,85,93,0,19,29,29,16,27,24,16,14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,159,5,8,-999,154,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,10,67,101,6,129,43,2022/04/18 06:00:00+00,878,83,565,ZCTA,605243669.441406,249274.704635451
2022/04/19 19:00:00+00,54821,54821,278,1,0.14,1,0,0,0,0,,,,,0.29,2591,2,1.86,242,0,0,36,1,0.14,1,0,0,0,0,0,0,0,143,135,0,9,33,35,27,26,48,64,24,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,252,7,14,-999,246,31,-999,-999,-999,-999,-999,-999,-999,-999,-999,11,157,110,19,226,33,2022/04/18 06:00:00+00,1178,103,566,ZCTA,1066932330.96094,204909.103817028
2022/04/19 19:00:00+00,54822,54822,1368,0,0.14,8,0,0,0,0,,,,,0.86,10082,2,2.43,1296,0,0.14,72,0,0,8,0,0,0,0,0,0,0,648,719,1,135,192,179,235,208,166,138,87,27,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11,-999,-999,1172,24,156,27,1220,121,-999,-999,-999,8,-999,-999,-999,8,-999,67,785,516,47,899,422,2022/04/18 06:00:00+00,4560,214,567,ZCTA,258806786.6875,142957.463289493
2022/04/19 19:00:00+00,54824,54824,600,1,0.29,5,0,0,0,0,,,,,0.29,4408,0,3.14,580,0,0.14,20,1,0.14,5,0,0,0,0,0,0,0,288,304,8,52,86,85,69,70,117,68,38,14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,557,11,24,6,529,65,-999,-999,-999,-999,-999,-999,-999,5,-999,18,227,355,31,349,220,2022/04/18 06:00:00+00,2208,185,568,ZCTA,203599553.917969,89757.3627147642
2022/04/19 19:00:00+00,54826,54826,198,0,0.43,0,0,0,0,0,,,,,0.29,1071,1,0.71,188,0,0.43,10,0,0,0,0,0,0,0,0,0,0,80,116,2,-999,28,21,22,33,37,28,19,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,172,5,20,5,166,27,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,76,115,5,82,111,2022/04/18 06:00:00+00,733,104,569,ZCTA,271190250.117188,122924.21082112
2022/04/19 19:00:00+00,54827,54827,27,0,0,1,0,0,0,0,,,,,0,622,0,1.29,19,0,0,8,0,0,0,0,0,0,1,0,0,0,15,12,0,-999,-999,-999,-999,-999,5,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,23,-999,-999,-999,23,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,22,-999,1,24,2,2022/04/18 06:00:00+00,289,64,570,ZCTA,241611651.773438,98454.7840956204
2022/04/19 19:00:00+00,54828,54828,145,0,0,2,0,0,0,0,,,,,0.14,1163,0,0.57,127,0,0,18,0,0,1,0,0,0,1,0,0,0,63,82,0,12,25,20,20,15,24,13,8,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,82,-999,-999,48,9,6,-999,128,16,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,112,29,6,82,57,2022/04/18 06:00:00+00,701,114,571,ZCTA,356471644.589844,171566.440229188
2022/04/19 19:00:00+00,54754,54754,349,0,0,4,0,0,0,0,,,,,0.43,3885,1,2,321,0,0,28,0,0,4,0,0,0,0,0,0,0,176,172,1,21,42,43,40,46,57,60,27,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,14,-999,-999,315,10,9,9,320,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,137,203,19,148,182,2022/04/18 06:00:00+00,1868,182,572,ZCTA,440790440.035156,174494.630294364
2022/04/19 19:00:00+00,54755,54755,2095,1,0.57,7,0,0,0,0,,,,,3.14,16052,3,7.29,1960,1,0.57,135,0,0,7,0,0,0,0,0,0,0,977,1117,1,230,277,286,327,278,299,205,135,50,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,13,2003,36,33,49,2006,40,-999,-999,-999,7,-999,-999,-999,7,-999,144,1291,660,66,1616,413,2022/04/18 06:00:00+00,7082,249,573,ZCTA,1400703618.35938,308226.308549481
2022/04/19 19:00:00+00,54756,54756,176,1,0.14,2,0,0,0,0,,,,,0.57,1625,1,0.86,169,1,0.14,7,0,0,2,0,0,0,0,0,0,0,73,103,0,15,26,16,22,23,27,23,18,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,172,-999,-999,-999,171,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,19,99,58,9,134,33,2022/04/18 06:00:00+00,911,88,574,ZCTA,385090705.136719,163932.140308676
2022/04/19 19:00:00+00,54757,54757,772,0,0.43,5,0,0,0,0,,,,,1.14,6230,2,3.29,735,0,0.29,37,0,0.14,5,0,0,0,0,0,0,0,375,395,2,38,83,92,122,126,107,119,58,19,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,680,11,76,13,706,53,-999,-999,-999,5,-999,-999,-999,5,-999,52,400,320,39,497,236,2022/04/18 06:00:00+00,3542,211,575,ZCTA,861800694.300781,246846.264411427
2022/04/19 19:00:00+00,54758,54758,1237,1,0.14,12,0,0,0,0,,,,,1.86,11698,5,5.14,1180,1,0.14,57,0,0,10,0,0,0,2,0,0,0,578,659,0,103,180,179,172,172,175,110,85,48,12,6,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,7,-999,1149,35,42,21,1156,60,-999,-999,-999,12,-999,-999,-999,12,-999,53,570,614,39,557,641,2022/04/18 06:00:00+00,4505,224,576,ZCTA,812678603.40625,190475.088361445
2022/04/19 19:00:00+00,54759,54759,317,1,0.29,2,0,0,0,0,,,,,0.29,2664,2,1,296,1,0.29,21,0,0,2,0,0,0,0,0,0,0,151,166,0,29,47,31,41,45,32,62,24,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,306,5,-999,-999,297,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,23,154,140,18,251,48,2022/04/18 06:00:00+00,1454,110,577,ZCTA,299310657.136719,96793.0205904047
2022/04/19 19:00:00+00,54760,54760,46,0,0.14,3,0,0,0,0,,,,,0.29,1166,1,0.57,42,0,0.14,4,0,0,3,0,0,0,0,0,0,0,25,21,0,5,-999,-999,9,-999,5,5,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,42,-999,-999,-999,44,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17,27,6,18,22,2022/04/18 06:00:00+00,234,69,578,ZCTA,732489.1328125,4113.43341747254
2022/04/19 19:00:00+00,54829,54829,1625,1,0.57,17,0,0,0,0,,,,,2.29,9273,6,5.29,1555,1,0.57,70,0,0,16,0,0,0,1,0,0,0,752,870,3,108,216,213,222,222,251,202,119,48,24,9,8,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,44,16,5,1285,111,164,178,1256,191,-999,-999,-999,16,-999,-999,-999,15,-999,66,744,815,69,764,792,2022/04/18 06:00:00+00,5102,287,579,ZCTA,741366963.238281,188964.92292234
2022/04/19 19:00:00+00,54830,54830,637,1,0.29,9,0,0,0,0,,,,,1.57,4571,2,3.14,560,1,0.29,77,0,0,9,0,0,0,0,0,0,0,321,315,1,25,52,55,54,58,118,161,84,28,-999,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,-999,55,-999,-999,545,11,23,9,582,46,-999,-999,-999,9,-999,-999,-999,9,-999,16,392,229,41,415,181,2022/04/18 06:00:00+00,2807,163,580,ZCTA,2031028183.39453,315373.519192947
2022/04/19 19:00:00+00,54832,54832,102,0,0,0,0,0,0,0,,,,,0.14,938,0,1.14,63,0,0,39,0,0,0,0,0,0,0,0,0,0,48,54,0,13,17,12,15,15,11,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,91,-999,5,-999,86,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,69,29,2,83,17,2022/04/18 06:00:00+00,346,78,581,ZCTA,592685075.539062,134278.488474183
2022/04/19 19:00:00+00,54835,54835,205,0,0,2,0,0,0,0,,,,,0.29,1499,0,1,193,0,0,12,0,0,2,0,0,0,0,0,0,0,94,111,0,5,19,13,22,34,38,42,23,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,165,-999,31,5,185,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,142,58,17,144,44,2022/04/18 06:00:00+00,872,89,582,ZCTA,767568142.105469,264823.377445567
2022/04/19 19:00:00+00,54836,54836,214,0,0,0,0,0,0,0,,,,,1,1586,1,2,153,0,0,61,0,0,0,0,0,0,0,0,0,0,107,106,1,18,30,29,28,33,36,29,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,187,-999,19,-999,181,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,14,54,146,6,141,67,2022/04/18 06:00:00+00,1060,142,583,ZCTA,716505421.441406,181123.665845986
2022/04/19 19:00:00+00,54837,54837,885,0,0.29,16,0,0,0,0,,,,,1.71,7685,4,5.43,836,0,0.29,49,0,0,15,0,0,0,1,0,0,0,400,479,6,55,121,112,132,102,113,135,70,27,10,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,5,5,-999,8,-999,11,807,6,49,17,782,86,-999,-999,-999,14,-999,-999,-999,15,-999,50,359,476,59,472,354,2022/04/18 06:00:00+00,3752,174,584,ZCTA,959192230.710938,213437.059554674
2022/04/19 19:00:00+00,54838,54838,285,1,0.29,0,0,0,0,0,,,,,0.14,2292,0,1.43,247,0,0.14,38,1,0.14,0,0,0,0,0,0,0,0,170,114,1,10,17,34,46,37,55,50,29,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17,252,5,7,12,238,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,89,191,10,221,54,2022/04/18 06:00:00+00,1106,120,585,ZCTA,1313624005.87891,290280.265593175
2022/04/19 19:00:00+00,54839,54839,72,0,0,0,0,0,0,0,,,,,0,567,0,0,57,0,0,15,0,0,0,0,0,0,0,0,0,0,31,41,0,7,16,6,11,12,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,-999,-999,57,-999,6,-999,56,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,45,22,6,54,12,2022/04/18 06:00:00+00,251,61,586,ZCTA,254147148.941406,94137.0911724099
2022/04/19 19:00:00+00,54840,54840,1234,1,1,16,0,0,0,0,,,,,0.57,8568,7,5.29,1136,1,0.86,98,0,0.14,16,0,0,0,0,0,0,0,545,684,5,76,129,145,183,168,185,165,115,49,17,7,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,15,7,5,1167,17,23,19,1144,71,-999,-999,-999,15,-999,-999,-999,16,-999,85,667,482,61,602,571,2022/04/18 06:00:00+00,4391,179,587,ZCTA,1404722288.44141,211698.889900086
2022/04/19 19:00:00+00,54841,54841,47,0,0,1,0,0,0,0,,,,,0.14,214,0,0.14,47,0,0,0,0,0,1,0,0,0,0,0,0,0,27,20,0,-999,8,-999,8,7,8,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,41,-999,6,-999,42,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24,23,3,32,12,2022/04/18 06:00:00+00,283,54,588,ZCTA,1913773.875,7582.52763490185
2022/04/19 19:00:00+00,54842,54842,15,0,0,0,0,0,0,0,,,,,0,76,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,14,-999,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,13,1,9,5,2022/04/18 06:00:00+00,162,56,589,ZCTA,34408416.765625,49367.6648566409
2022/04/19 19:00:00+00,54843,54843,3205,0,0.57,36,0,0,0,0,,,,,4,32868,2,18.71,2814,0,0.57,391,0,0,32,0,0,0,4,0,0,0,1530,1674,1,290,458,402,420,396,426,431,227,122,33,16,20,-999,-999,-999,-999,-999,-999,-999,6,9,9,10,950,17,13,2069,65,91,34,2905,266,7,-999,-999,29,-999,-999,-999,35,-999,160,2340,705,115,2176,914,2022/04/18 06:00:00+00,11790,232,590,ZCTA,2689304669.14844,372948.955382678
2022/04/19 19:00:00+00,54844,54844,59,0,0.29,2,0,0,0,0,,,,,0.29,606,0,0.57,41,0,0.14,18,0,0.14,1,0,0,0,1,0,0,0,35,24,0,7,7,-999,5,5,13,12,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,53,-999,-999,-999,47,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,29,27,3,49,7,2022/04/18 06:00:00+00,266,49,591,ZCTA,335995032.660156,173164.058542598
2022/04/19 19:00:00+00,54845,54845,31,0,0,0,0,0,0,0,,,,,0.14,285,0,0.14,21,0,0,10,0,0,0,0,0,0,0,0,0,0,10,21,0,-999,11,-999,-999,-999,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16,-999,-999,14,-999,-999,-999,31,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,21,10,5,13,13,2022/04/18 06:00:00+00,124,52,592,ZCTA,35701452.75,31073.3241657479
2022/04/19 19:00:00+00,54855,54855,144,0,0,0,0,0,0,0,,,,,0,1333,0,0.71,118,0,0,26,0,0,0,0,0,0,0,0,0,0,76,68,0,20,21,23,21,20,23,8,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,128,8,7,-999,119,23,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,54,82,3,52,89,2022/04/18 06:00:00+00,876,109,593,ZCTA,392003731.0625,135373.06703687
2022/04/19 19:00:00+00,54856,54856,313,0,0.29,1,0,0,0,0,,,,,0.43,2420,1,2.29,226,0,0.14,87,0,0.14,1,0,0,0,0,0,0,0,161,151,1,29,45,29,49,48,43,38,25,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,14,-999,-999,275,8,13,-999,275,38,-999,-999,-999,-999,-999,-999,-999,-999,-999,22,205,86,16,265,32,2022/04/18 06:00:00+00,1637,170,594,ZCTA,1270561375.06641,367778.447107479
2022/04/19 19:00:00+00,54857,54857,4,0,0,0,0,0,0,0,,,,,0,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,3,1,2022/04/18 06:00:00+00,59,34,595,ZCTA,1591533.73828125,9288.54518625008
2022/04/19 19:00:00+00,54858,54858,437,0,1,4,0,0,0,0,,,,,0.43,3686,0,4.14,426,0,1,11,0,0,4,0,0,0,0,0,0,0,209,227,1,31,56,57,60,64,76,56,28,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,412,7,13,6,377,54,-999,-999,-999,-999,-999,-999,-999,-999,-999,10,152,275,21,222,194,2022/04/18 06:00:00+00,1672,164,596,ZCTA,109563335.105469,64773.5476534985
2022/04/19 19:00:00+00,54859,54859,421,3,1,3,0,0,0,0,,,,,0.43,3722,0,2.29,381,0,0.57,40,3,0.43,3,0,0,0,0,0,0,0,203,214,4,35,54,39,48,44,84,61,46,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,400,6,6,13,361,47,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,287,126,21,258,142,2022/04/18 06:00:00+00,1770,143,597,ZCTA,1047414170.53906,234348.486596183
2022/04/19 19:00:00+00,54861,54861,16,0,0,0,0,0,0,0,,,,,0,111,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,8,8,0,5,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10,-999,-999,-999,-999,-999,-999,10,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,11,0,3,13,2022/04/18 06:00:00+00,205,61,598,ZCTA,26115264.0820312,41223.0589131998
2022/04/19 19:00:00+00,54862,54862,44,0,0,0,0,0,0,0,,,,,0.29,376,1,0.43,37,0,0,7,0,0,0,0,0,0,0,0,0,0,21,23,0,-999,5,-999,5,-999,10,10,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,36,-999,6,-999,38,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25,16,2,27,15,2022/04/18 06:00:00+00,219,55,599,ZCTA,239152580.554688,96651.3647275634
2022/04/19 19:00:00+00,54864,54864,321,2,1,0,0,0,0,0,,,,,0.14,2466,0,2.29,213,0,0.29,108,2,0.71,0,0,0,0,0,0,0,0,133,183,5,34,50,41,56,42,35,37,21,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,294,5,16,-999,280,41,-999,-999,-999,-999,-999,-999,-999,-999,-999,10,83,228,6,211,104,2022/04/18 06:00:00+00,1249,120,600,ZCTA,279928865.867188,149380.267646094
2022/04/19 19:00:00+00,54865,54865,117,0,0,0,0,0,0,0,,,,,0.14,999,0,1.43,78,0,0,39,0,0,0,0,0,0,0,0,0,0,53,59,5,15,11,5,16,12,18,13,23,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,105,-999,-999,-999,108,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,76,34,5,101,11,2022/04/18 06:00:00+00,441,54,601,ZCTA,339263816.019531,155121.971461059
2022/04/19 19:00:00+00,54867,54867,114,0,0.14,6,0,0,0,0,,,,,0,870,0,0.43,92,0,0.14,22,0,0,6,0,0,0,0,0,0,0,61,53,0,-999,20,17,20,10,14,14,8,7,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,-999,-999,90,-999,13,5,94,15,-999,-999,-999,6,-999,-999,-999,5,-999,9,69,36,14,73,27,2022/04/18 06:00:00+00,432,130,602,ZCTA,178167621.046875,102813.737637328
2022/04/19 19:00:00+00,54868,54868,4418,1,1.57,51,0,0,0,0,,,,,6.71,34955,9,18.43,4209,1,1.57,209,0,0,46,0,0,0,5,0,0,0,2050,2360,8,312,554,641,720,642,609,481,295,119,45,25,26,-999,-999,-999,-999,-999,-999,6,5,11,13,16,25,33,32,3618,110,600,147,3836,435,-999,-999,-999,47,-999,-999,-999,49,-999,242,2117,2059,180,2814,1424,2022/04/18 06:00:00+00,15247,215,603,ZCTA,1135329573.16016,237942.269181529
2022/04/19 19:00:00+00,54870,54870,327,0,0.29,3,0,0,0,0,,,,,0.57,3052,2,2.86,313,0,0.29,14,0,0,3,0,0,0,0,0,0,0,157,169,1,21,40,30,34,35,75,43,39,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,307,-999,15,6,305,16,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,202,110,19,194,114,2022/04/18 06:00:00+00,1548,117,604,ZCTA,532163101.777344,161557.882293216
2022/04/19 19:00:00+00,54871,54871,868,1,0.57,11,0,0,0,0,,,,,1.29,8700,3,4.43,806,1,0.57,62,0,0,10,0,0,0,1,0,0,0,404,461,3,63,140,68,104,132,118,109,78,33,20,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30,6,-999,767,20,45,17,792,59,-999,-999,-999,9,-999,-999,-999,9,-999,37,528,303,51,493,324,2022/04/18 06:00:00+00,3002,161,605,ZCTA,628742148.058594,187268.487320487
2022/04/19 19:00:00+00,54872,54872,646,1,0.14,8,0,0,0,0,,,,,0.43,4303,3,2,589,1,0.14,57,0,0,7,0,0,0,1,0,0,0,293,347,6,44,59,87,107,82,91,90,58,21,5,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25,-999,5,575,11,26,-999,601,41,-999,-999,-999,8,-999,-999,-999,8,-999,35,369,242,39,379,228,2022/04/18 06:00:00+00,2682,178,606,ZCTA,366655091.945312,135511.006269073
2022/04/19 19:00:00+00,54873,54873,667,0,0.71,6,0,0,0,0,,,,,1.43,5313,3,8,508,0,0.57,159,0,0.14,6,0,0,0,0,0,0,0,331,330,6,43,80,65,67,104,119,95,70,18,6,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,611,16,34,-999,535,130,-999,-999,-999,6,-999,-999,-999,6,-999,32,214,421,29,455,183,2022/04/18 06:00:00+00,2905,170,607,ZCTA,1517003671.10938,340154.634701567
2022/04/19 19:00:00+00,54874,54874,955,0,0.14,16,0,0,0,0,,,,,1.29,8342,0,7.57,649,0,0.14,306,0,0,13,0,0,0,3,0,0,0,438,515,2,73,149,114,130,153,154,89,49,27,17,5,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,6,8,-999,-999,846,34,64,10,841,104,-999,-999,-999,16,-999,-999,-999,16,-999,44,240,671,14,619,322,2022/04/18 06:00:00+00,3900,264,608,ZCTA,812855973.429688,242666.540991138
