Zipcode,Population,Median age,Under 18(%),18 to 64(%),65 and over(%),Male(%),Female(%),White(%),Black(%),Native(%),Asian(%),Islander(%),Two plus(%),Hispanic(%),Per capita income (USD),Median household income (USD),Below poverty line(%),Mean travel time to work (Minutes),Drove Alone (%),Carpooled (%),Public Transit (%),Bicycle (%),Walked (%),Other (%),Worked at home (%),Number of households,Persons per household,Married (%),Single (%),Number of housing units,Occupied housing (%),Vacant housing (%),Owner Occupied (%),Renter Occupied (%),Median housing value,Moved Since Prev Year(%),Same House Prev Year(%),No Degree(%),High School(%),Some College(%),Bachelor's(%),Post-grad(%),Foriegn Born Population(%),Europe(%),Asia(%),Africa(%),Oceania(%),Latin America(%),North America(%),Death Counts,Death Counts(Per 1000),Case Counts,Case Counts(Per 1000)
28166,10576,40.2,22.15,61.56,16.28,46.43,53.57,78.59,18.4,0.13,0.46,0.0,0.86,1.55,32905.0,65344.0,9.06,24.52,77.99,8.18,0.0,0.0,7.77,0.77,5.3,3807.0,2.77,57.99,42.01,4268.0,89.2,10.8,79.49,20.51,207200.0,9.51,90.49,10.94,26.35,38.64,16.77,7.31,1.24,16.79,37.4,0.0,0.0,45.8,0.0,15.0,1.4183055975794252,751.0,71.00983358547656
28164,15709,43.8,21.79,57.93,20.28,48.32,51.68,88.44,5.4,0.55,0.4,0.06,1.95,3.18,33051.0,65511.0,8.73,30.78,84.9,6.71,0.21,0.0,0.44,1.1,6.64,6214.0,2.53,64.16,35.84,6588.0,94.32,5.68,83.3,16.7,196700.0,8.62,91.38,9.19,29.71,37.66,16.88,6.56,2.29,24.44,16.67,6.11,7.5,33.06,12.22,38.0,2.4189954802979186,1350.0,85.93799732637342
28152,23681,40.5,22.63,59.11,18.26,48.65,51.35,71.18,19.95,0.23,0.54,0.0,3.26,4.57,23274.0,44880.0,18.6,23.76,85.32,8.44,0.12,0.0,2.02,0.29,3.58,8802.0,2.61,47.13,52.87,10633.0,82.78,17.22,65.66,34.34,128800.0,11.89,88.11,10.91,33.45,33.06,14.04,8.54,2.03,16.63,24.53,1.66,0.0,54.89,2.29,35.0,1.4779781259237363,2288.0,96.6175414889574
28150,27400,45.5,21.56,56.77,21.66,46.82,53.18,61.11,33.07,0.0,0.73,0.29,1.28,3.21,23166.0,38492.0,21.23,21.55,84.37,8.97,0.0,0.05,1.94,0.31,3.5,10888.0,2.51,48.69,51.31,13182.0,82.6,17.4,66.27,33.73,134400.0,13.23,86.77,14.0,30.93,31.03,15.18,8.85,2.77,3.68,31.97,0.0,0.0,64.34,0.0,75.0,2.737226277372263,2759.0,100.69343065693432
28146,30212,42.2,23.2,56.99,19.82,46.94,53.06,86.42,6.02,0.5,0.45,0.0,1.38,5.24,29314.0,56553.0,13.16,27.9,83.26,11.18,0.0,0.0,0.94,0.01,3.7,11941.0,2.52,56.75,43.25,13517.0,88.34,11.66,80.27,19.73,156200.0,12.93,87.07,10.97,31.79,36.03,14.6,6.61,2.25,10.0,12.79,0.0,0.0,77.21,0.0,44.0,1.4563749503508538,2492.0,82.483781278962
28144,25486,40.3,20.2,60.62,19.19,50.35,49.65,48.39,40.08,0.18,0.27,0.0,2.16,8.92,27828.0,45161.0,20.43,22.52,76.43,10.6,0.7,0.1,2.11,4.34,5.72,9750.0,2.36,43.53,56.47,11686.0,83.43,16.57,54.06,45.94,148300.0,15.67,84.33,10.1,30.62,31.76,18.78,8.74,3.61,3.48,3.37,11.52,3.7,68.26,9.67,47.0,1.844149729263125,2184.0,85.69410656831201
28139,20948,48.3,19.19,57.59,23.22,48.75,51.25,89.87,5.32,0.54,0.02,0.0,1.13,3.1,25442.0,46270.0,15.9,27.68,82.8,10.72,0.0,0.28,0.75,0.02,3.75,8840.0,2.3,51.38,48.62,10051.0,87.95,12.05,76.35,23.65,147400.0,14.3,85.7,15.67,27.17,35.0,15.38,6.78,1.98,18.07,0.96,0.0,0.0,55.9,25.06,70.0,3.341607790719878,1822.0,86.9772770670231
28138,9604,45.3,16.82,65.27,17.91,48.7,51.3,92.28,0.78,0.23,0.0,0.0,2.57,4.03,25980.0,48214.0,14.52,25.1,79.94,9.61,0.48,1.55,0.43,0.1,6.52,3840.0,2.44,56.2,43.8,4275.0,89.82,10.18,74.22,25.78,139400.0,12.28,87.72,14.83,42.17,25.6,14.0,3.41,1.7,0.0,0.0,0.0,0.0,80.98,19.02,17.0,1.7700957934194084,905.0,94.23157017909205
28134,10766,38.1,23.3,60.69,16.01,44.76,55.24,55.18,20.94,0.18,6.57,0.0,4.55,12.59,31380.0,58861.0,16.58,22.09,70.36,8.21,2.66,0.35,5.02,2.21,11.2,4163.0,2.56,49.37,50.63,4323.0,96.3,3.7,61.16,38.84,214300.0,20.18,79.82,7.32,18.31,34.35,29.23,10.8,14.8,9.42,34.84,7.09,0.0,48.21,0.44,19.0,1.7648151588333645,1043.0,96.87906371911572
28133,2544,41.7,19.14,70.09,10.77,47.56,52.44,86.08,10.85,0.0,0.2,0.0,1.18,1.57,34081.0,54938.0,3.77,27.11,83.66,9.87,0.0,0.0,5.74,0.12,0.73,1041.0,2.44,54.15,45.85,1355.0,76.83,23.17,78.87,21.13,134800.0,10.54,89.46,15.58,45.57,31.54,5.1,2.2,0.2,0.0,100.0,0.0,0.0,0.0,0.0,3.0,1.1792452830188678,225.0,88.44339622641509
28129,5772,43.1,19.51,59.93,20.56,49.91,50.09,91.16,4.5,0.0,0.16,0.0,1.82,2.36,28071.0,61250.0,5.08,29.08,81.32,9.45,0.0,0.0,0.0,0.0,9.22,2438.0,2.37,57.13,42.87,2795.0,87.23,12.77,83.76,16.24,173700.0,9.21,90.79,9.49,38.85,35.39,12.63,3.64,0.69,10.0,0.0,0.0,0.0,90.0,0.0,4.0,0.693000693000693,465.0,80.56133056133056
28128,7641,40.2,23.71,59.64,16.65,48.48,51.52,75.23,17.62,0.0,3.85,0.0,1.85,1.47,26374.0,55060.0,11.75,29.04,82.52,10.46,0.0,0.0,0.43,0.0,6.6,2779.0,2.75,50.93,49.07,3697.0,75.17,24.83,72.11,27.89,122600.0,10.29,89.71,13.85,34.07,33.72,14.02,4.34,3.06,7.69,63.25,0.0,0.0,29.06,0.0,7.0,0.9161104567464992,639.0,83.62779740871613
28125,3083,42.5,18.75,61.11,20.14,55.47,44.53,98.22,0.0,0.0,0.75,0.0,0.36,0.68,31290.0,69059.0,3.63,24.89,82.72,12.34,0.0,0.0,1.07,0.0,3.87,1120.0,2.75,61.65,38.35,1299.0,86.22,13.78,77.86,22.14,200000.0,2.74,97.26,5.98,41.96,29.26,14.81,8.0,0.75,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.3243593902043464,215.0,69.73726889393447
28120,21624,40.4,19.82,65.23,14.95,49.79,50.21,75.21,16.29,0.17,2.94,0.3,1.24,3.57,30974.0,58995.0,8.96,27.08,81.06,8.43,0.1,0.0,0.49,0.28,8.23,8516.0,2.53,53.58,46.42,9169.0,92.88,7.12,72.08,27.92,170700.0,12.95,87.05,12.36,26.57,33.77,17.56,9.75,4.53,10.51,39.69,3.37,0.92,43.16,2.35,26.0,1.2023677395486496,2061.0,95.31076581576028
28119,2286,42.4,19.82,62.2,17.98,55.38,44.62,37.4,54.59,0.0,0.0,0.0,0.61,7.39,22700.0,45197.0,11.71,22.0,68.29,23.59,0.0,4.33,3.53,0.27,0.0,1116.0,2.04,34.41,65.59,1353.0,82.48,17.52,61.74,38.26,84000.0,4.07,95.93,15.48,42.95,35.52,3.43,2.62,3.15,0.0,0.0,0.0,0.0,100.0,0.0,5.0,2.187226596675416,229.0,100.17497812773404
28112,27580,41.0,22.47,61.13,16.39,50.26,49.74,65.16,14.41,0.13,0.3,0.0,1.98,17.53,26851.0,52471.0,12.6,28.34,81.97,11.25,0.39,0.0,1.05,0.49,3.77,10071.0,2.67,55.38,44.62,10767.0,93.54,6.46,72.94,27.06,180200.0,11.61,88.39,17.36,30.06,34.86,12.21,5.51,9.76,3.42,3.38,1.04,0.0,90.56,1.6,32.0,1.160261058738216,2484.0,90.06526468455404
28110,54912,36.8,26.29,60.39,13.32,49.57,50.43,66.14,11.53,0.27,0.58,0.02,1.31,20.1,28224.0,69351.0,10.44,30.41,80.41,13.89,0.11,0.12,0.32,0.05,4.4,18325.0,2.98,57.23,42.77,19780.0,92.64,7.36,74.5,25.5,200100.0,12.1,87.9,15.77,31.24,32.57,16.14,4.29,9.57,8.66,7.4,0.36,0.0,83.57,0.0,48.0,0.8741258741258742,4779.0,87.03015734265735
28107,8322,39.3,23.07,63.71,13.22,50.95,49.05,90.09,1.53,0.0,1.44,0.0,1.8,5.14,33203.0,81351.0,7.82,32.27,80.5,9.1,0.52,0.0,0.5,1.02,8.36,2794.0,2.98,64.91,35.09,3060.0,91.31,8.69,86.01,13.99,255400.0,10.68,89.32,5.88,20.32,34.75,24.61,14.44,4.16,33.24,17.05,0.0,0.0,49.71,0.0,7.0,0.8411439557798606,686.0,82.43210766642633
28103,11233,43.9,20.97,59.5,19.53,52.18,47.82,74.08,21.0,0.0,0.57,0.02,1.17,3.17,26365.0,61344.0,7.66,27.89,77.17,16.32,0.0,0.0,0.42,0.37,5.72,4101.0,2.71,55.94,44.06,4624.0,88.69,11.31,84.17,15.83,171500.0,8.6,91.4,13.34,35.79,34.01,14.1,2.76,1.53,0.0,37.21,4.07,0.0,58.72,0.0,13.0,1.157304371049586,924.0,82.25763375767826
28098,3689,41.2,20.55,62.1,17.35,55.95,44.05,66.09,13.47,0.0,2.6,0.0,2.11,15.72,26892.0,43596.0,23.25,25.07,78.08,14.58,0.0,0.0,0.0,0.0,7.35,1493.0,2.47,41.25,58.75,1600.0,93.31,6.69,66.71,33.29,119500.0,11.08,88.92,19.25,32.22,36.8,8.43,3.29,14.23,4.0,16.38,0.0,0.0,79.62,0.0,2.0,0.5421523448088913,328.0,88.91298454865817
28097,6085,44.9,21.35,60.36,18.29,49.15,50.85,93.31,1.35,0.0,0.0,0.0,1.2,4.14,28920.0,55820.0,9.3,30.44,83.33,10.63,0.0,0.0,1.39,0.28,4.38,2454.0,2.48,56.46,43.54,2634.0,93.17,6.83,84.19,15.81,173600.0,9.8,90.2,15.86,35.81,29.04,14.86,4.44,1.68,14.71,0.0,0.0,0.0,85.29,0.0,1.0,0.1643385373870172,588.0,96.63105998356616
28092,40491,41.7,21.3,61.92,16.78,50.1,49.9,77.89,7.87,0.11,0.4,0.07,3.56,9.89,26038.0,50548.0,16.09,26.65,87.2,8.37,0.4,0.0,0.4,0.21,2.84,16203.0,2.45,51.81,48.19,17503.0,92.57,7.43,68.64,31.36,151000.0,14.28,85.72,13.11,34.15,36.24,10.86,5.64,5.78,12.3,4.91,0.9,0.77,79.93,1.2,28.0,0.6915116939566818,3716.0,91.77348052653676
28083,25109,37.3,24.24,59.55,16.21,49.74,50.26,56.72,23.56,0.05,2.13,0.01,2.39,14.84,23089.0,49527.0,14.35,24.21,80.21,13.81,0.44,0.0,0.13,0.29,4.53,9112.0,2.74,47.61,52.39,10374.0,87.83,12.17,58.53,41.47,136700.0,16.94,83.06,13.23,34.85,35.41,12.82,3.7,7.09,8.59,22.8,2.08,0.0,66.54,0.0,33.0,1.314269783742881,2085.0,83.03795451830021
28081,29421,36.1,26.92,58.81,14.27,47.66,52.34,68.73,18.28,0.16,0.8,0.11,2.05,9.44,28344.0,54041.0,18.35,25.15,79.91,7.28,0.85,0.0,0.4,0.44,10.55,10312.0,2.84,50.21,49.79,11613.0,88.8,11.2,62.61,37.39,158300.0,9.31,90.69,16.99,28.58,33.15,13.49,7.79,5.17,3.88,9.01,1.38,0.0,84.8,0.92,27.0,0.9177118384827164,2300.0,78.17545290778695
28080,7387,42.9,23.18,63.33,13.5,48.64,51.36,85.34,3.7,0.19,3.36,0.19,1.56,5.43,27213.0,57350.0,13.68,31.31,83.41,11.5,0.34,0.0,0.0,0.24,4.76,2730.0,2.7,52.05,47.95,3087.0,88.44,11.56,76.7,23.3,145800.0,14.03,85.97,16.55,31.82,34.3,14.76,2.57,4.93,1.1,9.89,0.0,0.0,80.49,8.52,3.0,0.406118857452281,672.0,90.97062406931094
28079,40990,36.5,27.22,61.41,11.36,47.99,52.01,78.9,8.35,0.42,2.68,0.1,3.28,5.92,35394.0,84301.0,5.36,30.18,81.32,6.55,0.35,0.0,0.44,0.35,10.86,13517.0,3.03,60.46,39.54,14002.0,96.54,3.46,86.62,13.38,243800.0,15.19,84.81,7.57,21.68,32.53,25.27,12.95,9.94,33.46,23.11,2.67,0.22,38.89,1.64,23.0,0.5611124664552329,3005.0,73.31056355208587
28073,6185,40.1,24.72,59.82,15.46,48.04,51.96,81.94,9.98,0.1,2.85,0.0,0.53,4.48,20195.0,44688.0,24.65,21.2,86.91,7.93,0.0,0.0,3.87,0.13,1.06,2244.0,2.76,53.26,46.74,2784.0,80.6,19.4,65.55,34.45,108700.0,7.93,92.07,16.29,39.46,33.53,7.81,2.91,1.67,0.0,97.09,0.0,0.0,2.91,0.0,8.0,1.293451899757478,450.0,72.75666936135812
28071,2752,45.3,17.77,67.37,14.86,54.8,45.2,97.31,0.22,0.87,0.0,0.0,0.98,0.47,26701.0,59556.0,9.77,29.93,74.91,14.8,0.0,0.0,1.55,0.15,7.75,1106.0,2.47,51.76,48.24,1333.0,82.97,17.03,80.47,19.53,151600.0,13.74,86.26,17.07,36.61,34.65,8.89,2.78,2.0,80.0,20.0,0.0,0.0,0.0,0.0,4.0,1.4534883720930232,258.0,93.75
28056,35709,42.1,22.97,60.64,16.39,48.21,51.79,76.79,9.7,0.47,3.71,0.18,2.09,6.88,35393.0,73249.0,8.94,27.99,84.52,9.1,0.05,0.0,0.11,0.17,5.46,13512.0,2.64,58.03,41.97,14392.0,93.89,6.11,77.58,22.42,190600.0,8.37,91.63,11.76,24.39,32.26,21.7,9.9,8.05,7.1,29.97,2.82,0.66,59.21,0.24,34.0,0.9521409168556948,3277.0,91.76958189812092
28054,37246,38.0,23.25,58.63,18.11,45.67,54.33,60.17,25.29,0.11,1.3,0.02,4.87,7.91,26834.0,45682.0,14.93,24.85,86.13,8.18,0.78,0.09,1.19,0.33,2.53,15247.0,2.4,45.77,54.23,16829.0,90.6,9.4,46.76,53.24,148300.0,15.94,84.06,13.63,30.64,35.66,13.26,6.82,6.12,14.35,17.55,7.63,0.26,59.98,0.22,60.0,1.6109112387907427,3760.0,100.95043763088654
28052,35741,35.4,25.9,60.83,13.28,49.79,50.21,48.77,34.08,0.04,0.18,0.02,2.73,14.07,20264.0,39507.0,22.82,24.93,82.17,11.3,1.07,0.0,1.66,0.12,2.5,13086.0,2.67,40.7,59.3,15171.0,86.26,13.74,56.43,43.57,110900.0,16.56,83.44,20.93,35.91,29.01,10.77,3.38,6.11,4.49,2.52,0.46,0.27,90.88,1.37,69.0,1.930555944153773,3441.0,96.27598556279902
28043,21275,38.9,25.73,56.22,18.06,47.81,52.19,71.99,13.29,0.27,1.37,0.0,4.31,8.53,21559.0,35993.0,25.28,23.35,81.91,13.93,0.38,0.0,1.21,0.24,1.42,8442.0,2.49,50.24,49.76,9550.0,88.4,11.6,60.31,39.69,122300.0,15.72,84.28,17.9,34.62,33.96,9.16,4.35,5.01,5.63,20.56,0.0,0.0,73.8,0.0,55.0,2.5851938895417157,2106.0,98.98942420681551
28037,22549,45.3,21.88,60.06,18.06,47.62,52.38,93.19,1.2,0.0,0.9,0.0,1.09,3.62,50847.0,87096.0,6.29,33.76,80.44,5.85,0.22,0.0,0.0,1.41,12.08,8950.0,2.52,67.23,32.77,9789.0,91.43,8.57,81.39,18.61,337700.0,11.64,88.36,5.12,20.23,35.05,27.57,12.04,3.44,52.9,13.03,1.42,0.0,29.94,2.71,6.0,0.2660871879019025,2095.0,92.9087764424143
28033,2561,38.5,22.96,67.51,9.53,52.99,47.01,86.8,3.79,0.0,0.0,0.0,0.55,6.95,23523.0,43850.0,17.06,36.97,92.07,6.14,1.13,0.0,0.0,1.91,0.66,1080.0,2.37,51.83,48.17,1234.0,87.52,12.48,80.74,19.26,129400.0,14.33,85.67,19.33,40.39,29.52,10.14,0.62,2.93,0.0,0.0,0.0,0.0,100.0,0.0,3.0,1.1714174150722374,331.0,129.24638812963687
28032,3211,40.4,22.49,61.82,15.7,49.55,50.45,76.92,4.39,2.06,3.55,0.0,2.74,8.07,37396.0,74125.0,9.86,23.12,83.33,11.25,0.0,0.0,0.0,2.27,4.64,1282.0,2.49,53.45,46.55,1415.0,90.6,9.4,67.78,32.22,171100.0,11.74,88.26,6.62,23.35,36.23,19.99,13.81,8.72,3.57,18.21,7.5,0.0,65.71,5.0,1.0,0.3114294612270321,299.0,93.1174089068826
28025,55540,39.5,24.08,61.67,14.26,48.62,51.38,62.29,20.02,0.04,1.33,0.09,1.86,13.82,31157.0,58257.0,13.63,29.13,81.81,11.28,0.5,0.0,0.64,0.55,5.13,20151.0,2.71,51.93,48.07,22391.0,90.0,10.0,69.99,30.01,186000.0,14.26,85.74,11.53,27.63,33.28,16.76,10.8,7.71,4.58,12.62,3.18,0.0,78.36,1.26,58.0,1.044292401872524,4336.0,78.069859560677
28023,15372,37.9,21.48,64.1,14.42,52.22,47.78,82.65,6.51,0.03,0.57,0.03,3.05,6.64,27382.0,52424.0,14.68,25.4,88.03,6.01,0.55,0.0,1.0,0.53,4.06,6051.0,2.5,59.47,40.53,6412.0,94.37,5.63,75.24,24.76,144900.0,10.05,89.95,14.64,32.82,34.36,14.28,3.91,3.47,7.68,4.12,9.18,0.0,79.03,0.0,14.0,0.9107468123861566,1321.0,85.93546708300806
28021,14817,40.0,22.53,58.43,19.04,47.94,52.06,86.52,6.82,0.15,0.97,0.01,1.16,4.37,24675.0,46864.0,14.17,27.13,83.47,11.51,0.0,0.0,0.88,0.86,3.28,5582.0,2.62,54.15,45.85,6279.0,88.9,11.1,72.81,27.19,146600.0,9.93,90.07,12.36,34.31,35.49,12.02,5.83,2.27,10.09,28.49,0.3,0.59,56.08,4.45,26.0,1.7547411756765876,1226.0,82.74279543767295
28020,2604,32.0,29.15,56.22,14.63,54.69,45.31,92.63,2.57,0.0,3.76,0.0,0.73,0.31,18604.0,45385.0,12.86,33.32,84.28,15.11,0.0,0.0,0.62,0.0,0.0,772.0,3.37,62.14,37.86,1103.0,69.99,30.01,73.45,26.55,88300.0,7.31,92.69,12.74,34.63,37.44,4.51,10.67,3.76,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.3840245775729646,203.0,77.95698924731182
28018,4196,47.4,20.02,54.43,25.55,48.9,51.1,96.43,1.36,0.07,0.1,0.0,0.12,1.93,30209.0,48445.0,8.04,29.23,93.11,0.25,0.0,0.0,0.06,3.08,3.51,1795.0,2.3,56.6,43.4,2282.0,78.66,21.34,81.78,18.22,115700.0,7.1,92.9,12.66,32.13,31.24,19.5,4.45,0.91,42.11,5.26,0.0,0.0,52.63,0.0,19.0,4.528122020972355,480.0,114.39466158245948
28016,14278,43.4,19.32,65.78,14.9,50.02,49.98,83.47,7.99,0.0,0.0,0.0,3.04,5.22,23396.0,47353.0,11.47,23.55,85.89,11.42,0.23,0.39,0.58,0.27,0.97,5168.0,2.76,54.42,45.58,6029.0,85.72,14.28,63.45,36.55,130000.0,9.43,90.57,23.17,36.29,30.85,6.35,3.34,2.12,34.98,0.0,0.0,0.0,61.72,3.3,17.0,1.1906429471914834,1248.0,87.40719988793948
28012,23475,39.1,21.97,63.04,14.99,46.76,53.24,82.49,7.99,0.28,2.83,0.01,2.73,3.54,39573.0,72399.0,10.44,26.3,86.39,4.18,0.09,0.0,2.02,0.12,7.02,8821.0,2.58,51.69,48.31,9519.0,92.67,7.33,71.07,28.93,229900.0,14.86,85.14,8.82,25.7,30.29,24.35,10.85,4.58,8.29,45.44,4.28,0.28,28.96,12.76,17.0,0.7241746538871139,2204.0,93.88711395101171
28006,1276,55.0,13.95,44.44,41.61,53.68,46.32,83.7,2.74,0.0,4.31,0.0,2.19,7.05,25401.0,44267.0,6.82,31.25,86.6,9.65,0.0,0.0,0.0,0.0,3.75,565.0,2.26,75.18,24.82,635.0,88.98,11.02,91.5,8.5,173000.0,6.5,93.5,7.85,28.22,51.68,5.61,6.64,3.84,0.0,48.98,0.0,0.0,51.02,0.0,0.0,0.0,98.0,76.8025078369906
28001,26998,40.7,22.41,56.44,21.16,48.63,51.37,77.38,13.85,0.11,1.79,0.0,2.02,4.84,26543.0,50813.0,15.54,25.25,85.85,9.62,0.22,0.0,1.51,1.04,1.75,10814.0,2.42,53.96,46.04,12643.0,85.53,14.47,67.99,32.01,139600.0,13.71,86.29,12.98,29.08,40.05,12.24,5.65,3.97,1.87,25.56,0.0,0.0,71.64,0.93,70.0,2.592784650714868,2592.0,96.0071116378991
27983,8546,45.2,19.18,58.4,22.42,52.07,47.93,31.03,63.34,0.68,1.09,0.0,1.72,2.01,20443.0,33475.0,31.92,22.77,82.3,13.52,1.8,0.0,1.31,0.13,0.61,3291.0,2.18,41.6,58.4,4351.0,75.64,24.36,68.37,31.63,83100.0,11.72,88.28,21.1,33.15,30.37,10.5,4.89,0.88,0.0,69.33,13.33,0.0,17.33,0.0,23.0,2.691317575473906,836.0,97.823543178095
27980,2182,56.1,18.56,58.34,23.1,54.08,45.92,75.48,20.26,0.0,0.14,0.0,4.12,0.0,30123.0,63865.0,2.66,30.26,83.15,5.83,0.0,0.0,1.39,3.43,6.2,990.0,2.2,72.34,27.66,1112.0,89.03,10.97,81.31,18.69,147700.0,12.85,87.15,10.78,41.54,24.16,15.41,8.11,0.14,0.0,100.0,0.0,0.0,0.0,0.0,2.0,0.9165902841429882,175.0,80.20164986251145
27932,11728,45.6,20.06,54.2,25.74,46.22,53.78,56.93,37.06,0.55,0.0,0.0,1.36,4.1,26795.0,41640.0,22.95,30.97,86.15,6.18,0.86,0.42,1.07,0.7,4.62,5383.0,2.13,50.57,49.43,6222.0,86.52,13.48,62.34,37.66,135100.0,14.34,85.66,17.27,30.64,30.71,13.31,8.06,3.03,18.59,0.0,17.46,0.0,63.94,0.0,20.0,1.7053206002728514,1069.0,91.14938608458392
27917,714,37.5,23.53,65.13,11.34,37.11,62.89,71.43,6.58,7.7,0.0,0.0,7.42,6.86,23628.0,32321.0,49.22,32.22,61.84,38.16,0.0,0.0,0.0,0.0,0.0,288.0,2.23,22.05,77.95,312.0,92.31,7.69,28.82,71.18,0.0,17.3,82.7,7.07,49.49,36.36,3.64,3.43,2.52,100.0,0.0,0.0,0.0,0.0,0.0,6.0,8.403361344537815,92.0,128.8515406162465
27910,11882,43.9,18.58,60.54,20.88,46.41,53.59,28.67,64.32,1.56,1.41,0.05,1.86,2.15,21936.0,38854.0,21.25,31.36,80.18,14.71,0.58,0.06,1.63,1.26,1.59,4713.0,2.47,42.88,57.12,5511.0,85.52,14.48,65.27,34.73,90100.0,11.02,88.98,17.64,36.4,28.51,11.49,5.97,3.33,3.54,55.81,0.0,1.52,38.64,0.51,44.0,3.70308028951355,1092.0,91.90371991247264
27896,19659,44.1,20.65,58.5,20.85,45.91,54.09,63.7,28.53,0.0,0.58,0.0,3.63,3.53,34278.0,63026.0,9.59,20.6,88.16,4.69,0.14,0.0,0.43,0.03,2.72,8066.0,2.42,57.75,42.25,8647.0,93.28,6.72,76.21,23.79,167800.0,9.42,90.58,9.95,28.25,29.2,22.43,10.16,4.03,5.3,68.47,3.53,1.26,13.87,7.57,29.0,1.4751513301795616,1827.0,92.93453380131238
27893,40602,37.2,24.99,58.86,16.15,46.72,53.28,29.53,51.74,0.42,0.67,0.0,2.11,15.44,19100.0,34401.0,26.79,20.64,77.8,13.47,0.24,0.18,2.69,0.1,2.5,15626.0,2.51,38.86,61.14,18324.0,85.28,14.72,44.45,55.55,104000.0,15.59,84.41,25.02,32.51,26.53,10.7,5.24,7.49,2.89,13.62,2.5,0.0,80.99,0.0,83.0,2.0442342741736863,3666.0,90.2911186641052
27892,14068,43.3,23.14,55.37,21.5,45.86,54.14,56.01,37.66,0.08,0.85,0.0,0.87,4.53,25138.0,40259.0,21.18,23.8,80.46,11.93,0.0,0.24,3.13,0.84,3.4,5774.0,2.41,50.85,49.15,6994.0,82.56,17.44,65.19,34.81,92200.0,6.56,93.44,16.73,32.63,33.65,9.47,7.53,3.06,2.79,64.42,0.0,0.0,28.6,4.19,16.0,1.1373329542223485,1213.0,86.22405459198181
27890,2686,32.4,27.18,55.7,17.13,46.69,53.31,17.5,78.63,0.04,2.05,0.0,1.12,0.67,19278.0,36058.0,30.4,22.0,69.84,15.76,0.0,0.0,4.88,0.45,9.07,990.0,2.66,49.14,50.86,1281.0,77.28,22.72,43.84,56.16,84000.0,6.08,93.92,13.96,42.72,28.64,9.43,5.26,1.49,5.0,60.0,0.0,0.0,25.0,10.0,13.0,4.839910647803425,208.0,77.4385703648548
27889,25991,46.5,19.26,58.58,22.16,47.15,52.85,62.35,25.71,0.24,0.0,0.0,2.05,9.44,28269.0,44056.0,20.36,20.38,85.97,4.63,0.0,0.0,0.63,0.21,7.37,11282.0,2.26,50.99,49.01,13501.0,83.56,16.44,66.58,33.42,140800.0,4.25,95.75,13.59,30.29,35.98,12.47,7.67,3.66,7.46,0.0,0.0,0.0,92.54,0.0,57.0,2.193066830826055,2503.0,96.30256627294064
27888,2062,37.1,25.32,64.26,10.43,49.52,50.48,43.26,29.1,1.16,0.0,0.0,1.45,25.02,19211.0,36164.0,21.48,37.17,82.7,16.14,0.0,0.0,0.31,0.0,0.84,783.0,2.61,41.71,58.29,988.0,79.25,20.75,76.25,23.75,78100.0,4.34,95.66,20.63,32.42,27.34,16.36,3.24,12.37,0.0,0.78,0.0,0.0,99.22,0.0,0.0,0.0,219.0,106.20756547041708
27886,19981,45.2,19.98,55.76,24.26,46.58,53.42,41.04,49.41,0.49,0.09,0.0,0.85,7.98,24410.0,41869.0,19.58,20.21,80.77,9.65,0.0,0.19,3.66,0.14,2.5,8481.0,2.29,44.58,55.42,9710.0,87.34,12.66,66.97,33.03,94400.0,7.6,92.4,17.64,35.06,28.27,13.19,5.84,4.85,3.82,7.74,4.13,0.0,82.87,1.44,63.0,3.1529953455782995,1734.0,86.7824433211551
27884,1409,37.3,25.48,66.57,7.95,55.36,44.64,54.15,34.42,0.0,0.0,0.0,0.0,11.43,24752.0,63673.0,5.76,30.43,85.35,9.88,0.0,0.0,0.0,0.0,4.77,461.0,3.05,53.92,46.08,461.0,100.0,0.0,84.82,15.18,81500.0,12.85,87.15,13.27,31.41,38.44,13.83,3.06,4.97,30.0,0.0,0.0,0.0,70.0,0.0,1.0,0.7097232079489,138.0,97.9418026969482
27882,7819,43.6,19.31,58.42,22.27,51.0,49.0,49.21,33.87,0.87,0.26,0.1,1.92,13.77,21751.0,45385.0,15.0,28.97,78.61,12.27,0.33,0.8,3.24,0.53,4.21,2932.0,2.65,50.16,49.84,3481.0,84.23,15.77,69.82,30.18,118700.0,9.82,90.18,18.09,34.98,31.29,11.9,3.74,5.61,2.05,2.28,0.0,0.0,95.67,0.0,8.0,1.0231487402481136,684.0,87.4792172912137
27870,24571,41.8,25.15,54.79,20.06,46.21,53.79,47.95,43.57,0.88,0.86,0.26,2.76,3.71,22668.0,38209.0,25.44,20.73,82.73,12.32,0.0,0.0,1.33,0.0,2.71,10354.0,2.35,44.81,55.19,11647.0,88.9,11.1,57.59,42.41,102500.0,9.6,90.4,18.11,36.54,28.31,11.44,5.6,2.04,1.4,33.53,0.0,0.0,56.89,8.18,42.0,1.7093321395140613,2366.0,96.29237719262544
