Zipcode,Population,Median age,Under 18(%),18 to 64(%),65 and over(%),Male(%),Female(%),White(%),Black(%),Native(%),Asian(%),Islander(%),Two plus(%),Hispanic(%),Per capita income (USD),Median household income (USD),Below poverty line(%),Mean travel time to work (Minutes),Drove Alone (%),Carpooled (%),Public Transit (%),Bicycle (%),Walked (%),Other (%),Worked at home (%),Number of households,Persons per household,Married (%),Single (%),Number of housing units,Occupied housing (%),Vacant housing (%),Owner Occupied (%),Renter Occupied (%),Median housing value,Moved Since Prev Year(%),Same House Prev Year(%),No Degree(%),High School(%),Some College(%),Bachelor's(%),Post-grad(%),Foriegn Born Population(%),Europe(%),Asia(%),Africa(%),Oceania(%),Latin America(%),North America(%),Death Counts,Death Counts(Per 1000),Case Counts,Case Counts(Per 1000)
28433,4788,42.1,23.25,54.43,22.33,52.3,47.7,29.32,69.13,0.65,0.0,0.0,0.08,0.81,19036.0,35270.0,30.36,24.74,92.13,2.86,0.06,0.0,0.51,4.44,0.0,1746.0,2.73,44.08,55.92,2369.0,73.7,26.3,74.17,25.83,95600.0,5.92,94.08,18.24,36.2,30.33,9.73,5.5,0.08,0.0,0.0,0.0,0.0,100.0,0.0,2.0,0.4177109440267335,351.0,73.30827067669172
28429,8116,46.3,13.92,65.55,20.53,49.41,50.59,66.42,22.68,0.18,0.25,0.0,7.22,3.24,23997.0,51472.0,16.0,20.85,86.2,8.71,0.78,0.0,0.0,0.0,4.31,3250.0,2.3,42.41,57.59,3444.0,94.37,5.63,82.74,17.26,158500.0,13.34,86.66,8.55,32.38,41.33,13.41,4.33,3.63,25.42,6.78,4.07,0.0,63.73,0.0,2.0,0.2464268112370626,502.0,61.85312962050271
28428,6634,48.8,14.11,67.95,17.94,49.67,50.33,95.98,0.14,0.41,0.12,0.05,1.34,1.85,43231.0,68542.0,8.41,25.91,76.93,7.81,0.0,1.35,0.86,0.12,12.7,2923.0,2.27,60.15,39.85,6206.0,47.1,52.9,65.38,34.62,361500.0,13.67,86.33,3.25,20.72,32.66,26.71,16.67,3.08,40.2,8.82,0.0,0.0,23.53,27.45,1.0,0.1507386192342478,384.0,57.88362978595116
28423,2791,40.8,24.26,56.4,19.35,51.42,48.58,27.91,24.65,30.81,0.07,0.04,6.41,10.1,19803.0,40610.0,18.15,25.02,73.44,19.42,0.8,0.0,0.91,1.31,4.12,992.0,2.81,43.11,56.89,1157.0,85.74,14.26,80.65,19.35,107500.0,7.33,92.67,18.74,40.9,33.73,6.19,0.43,3.55,0.0,9.09,0.0,0.0,90.91,0.0,2.0,0.7165890361877463,162.0,58.04371193120745
28420,4157,42.0,24.49,57.42,18.09,56.31,43.69,85.28,9.0,0.0,0.31,0.0,3.97,1.44,22166.0,49106.0,12.65,29.13,75.79,20.96,0.0,0.0,0.0,0.1,3.14,1505.0,2.76,62.06,37.94,1764.0,85.32,14.68,70.03,29.97,177400.0,17.34,82.66,13.49,41.8,27.75,12.19,4.78,4.4,8.2,12.02,46.99,0.0,32.79,0.0,5.0,1.2027904738994466,295.0,70.96463796006735
28412,38882,39.6,20.08,60.39,19.54,48.96,51.04,79.64,8.21,0.1,1.34,0.0,2.82,7.58,37093.0,55254.0,12.64,20.87,83.02,5.87,0.07,0.14,1.25,0.31,9.16,17548.0,2.2,52.45,47.55,19115.0,91.8,8.2,57.39,42.61,235700.0,19.36,80.64,6.44,16.21,36.36,28.46,12.53,6.6,16.02,27.05,7.09,0.58,39.28,9.98,21.0,0.5400956740908389,2286.0,58.79327195103132
28411,38112,40.2,20.69,60.91,18.4,47.69,52.31,81.36,7.48,0.06,2.83,0.0,2.4,5.88,40880.0,74777.0,6.34,22.14,81.75,6.56,0.0,0.0,0.16,0.29,11.24,15106.0,2.5,59.5,40.5,16052.0,94.11,5.89,73.55,26.45,280400.0,15.11,84.89,4.55,18.52,30.71,29.48,16.74,6.41,24.71,33.51,3.48,0.0,29.95,8.35,18.0,0.4722921914357682,2201.0,57.75083963056255
28409,36070,41.9,24.65,58.03,17.32,47.87,52.13,87.72,2.34,0.5,1.14,0.0,2.99,5.01,45482.0,88266.0,5.75,21.5,83.03,6.09,0.31,0.0,0.52,0.3,9.73,13657.0,2.63,62.83,37.17,14482.0,94.3,5.7,81.07,18.93,295600.0,11.92,88.08,4.17,13.74,30.43,30.2,21.47,4.23,36.57,23.0,6.42,0.0,25.1,8.91,8.0,0.2217909620182977,1857.0,51.48322705849736
28405,33344,41.6,18.19,60.22,21.59,46.9,53.1,74.12,18.63,0.03,0.82,0.02,1.24,4.56,34879.0,54711.0,15.65,18.9,76.66,6.64,0.07,0.0,0.9,0.57,15.31,14597.0,2.27,50.27,49.73,16288.0,89.62,10.38,60.05,39.95,231600.0,12.79,87.21,7.98,24.47,27.57,27.85,12.13,3.83,16.46,24.76,1.18,0.0,54.7,2.9,22.0,0.65978886756238,1994.0,59.80086372360845
28403,42319,29.8,11.17,76.5,12.33,45.46,54.54,76.66,13.74,0.11,1.55,0.0,2.1,5.84,30078.0,42700.0,25.94,16.7,77.63,7.17,0.64,1.17,4.2,0.87,8.31,18482.0,2.04,29.64,70.36,20534.0,90.01,9.99,34.96,65.04,250000.0,28.0,72.0,5.84,19.65,28.28,32.26,13.99,4.65,20.59,23.59,3.71,0.86,49.62,1.63,15.0,0.3544507195349606,2700.0,63.80112951629293
28401,24764,38.7,20.31,63.14,16.56,47.46,52.54,51.77,36.27,0.48,0.69,0.78,2.38,6.96,25446.0,39146.0,27.24,18.53,71.11,10.68,1.79,0.67,3.56,0.66,11.42,10944.0,2.14,30.45,69.55,12933.0,84.62,15.38,38.25,61.75,168500.0,11.66,88.34,14.98,26.9,30.66,18.34,9.12,3.35,12.91,19.42,5.55,0.0,59.47,2.65,41.0,1.6556291390728477,1458.0,58.87578743337102
28399,1896,54.4,14.14,68.41,17.46,43.46,56.54,54.01,29.96,0.0,0.0,0.0,1.05,14.98,21497.0,41504.0,19.88,28.14,98.67,1.33,0.0,0.0,0.0,0.0,0.0,815.0,2.33,60.55,39.45,1008.0,80.85,19.15,80.74,19.26,104300.0,0.0,100.0,16.77,35.62,35.29,7.14,5.19,7.38,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.5274261603375527,141.0,74.36708860759494
28396,2836,41.7,19.61,59.87,20.52,50.67,49.33,42.74,33.46,9.94,1.38,0.0,1.48,11.0,24177.0,46531.0,17.28,25.62,91.26,7.56,0.0,0.0,0.0,0.67,0.5,1070.0,2.65,49.16,50.84,1350.0,79.26,20.74,70.37,29.63,85600.0,9.17,90.83,15.45,34.19,32.17,14.95,3.25,5.29,0.0,22.0,0.0,0.0,78.0,0.0,5.0,1.763046544428773,166.0,58.53314527503526
28395,2171,43.6,19.25,60.66,20.08,50.67,49.33,77.8,13.08,1.01,0.09,0.0,4.97,3.04,24580.0,55233.0,12.9,28.53,76.66,3.06,0.0,0.0,1.27,0.42,18.59,872.0,2.49,57.24,42.76,1013.0,86.08,13.92,80.62,19.38,125300.0,17.53,82.47,12.28,41.73,34.21,9.27,2.51,3.36,57.53,0.0,0.0,0.0,42.47,0.0,0.0,0.0,174.0,80.14739751266697
28394,6110,38.2,22.47,58.28,19.25,54.29,45.71,74.66,16.69,0.18,0.69,0.0,5.94,1.83,38667.0,75444.0,7.59,26.2,73.5,8.73,0.0,0.0,0.26,9.46,8.05,2202.0,2.77,59.41,40.59,2690.0,81.86,18.14,73.39,26.61,191900.0,17.88,82.12,11.38,21.49,28.12,22.93,16.09,2.75,10.71,49.4,4.76,0.0,35.12,0.0,5.0,0.8183306055646482,357.0,58.42880523731588
28391,6022,36.9,23.58,64.36,12.06,49.27,50.73,80.84,10.33,0.68,0.73,0.0,2.32,5.1,33168.0,65528.0,15.51,30.54,88.25,7.44,0.0,0.0,0.64,0.86,2.81,2252.0,2.67,57.47,42.53,2457.0,91.66,8.34,74.47,25.53,145700.0,11.35,88.65,3.99,30.4,45.4,12.37,7.83,2.18,36.64,22.14,8.4,0.0,32.82,0.0,4.0,0.6642311524410495,300.0,49.81733643307871
28387,15110,41.2,16.49,56.81,26.7,44.02,55.98,75.31,12.98,0.11,1.97,0.83,1.16,7.56,44556.0,63051.0,14.83,23.45,82.06,6.87,0.0,0.0,1.2,0.06,8.8,6985.0,2.09,49.62,50.38,7859.0,88.88,11.12,57.64,42.36,289600.0,24.29,75.71,4.81,17.27,27.38,30.14,20.41,6.31,35.95,29.56,1.47,0.0,26.42,6.6,33.0,2.183984116479153,1139.0,75.38054268696227
28382,7879,40.4,23.33,62.03,14.65,50.16,49.84,65.14,16.26,0.43,0.0,0.0,3.29,14.89,24890.0,55929.0,11.81,31.16,81.76,14.03,0.0,0.0,1.15,1.07,2.0,2896.0,2.71,54.15,45.85,3623.0,79.93,20.07,76.69,23.31,89500.0,11.28,88.72,15.56,35.03,33.75,13.11,2.56,8.58,0.44,0.0,12.57,0.0,86.98,0.0,8.0,1.0153572788424927,505.0,64.09442822693235
28376,45895,32.5,28.64,62.03,9.33,49.91,50.09,40.39,35.53,3.13,1.47,0.12,5.0,13.64,23712.0,53299.0,17.33,29.77,81.82,9.92,1.27,0.03,0.97,0.73,4.47,15314.0,2.91,50.84,49.16,17512.0,87.45,12.55,67.31,32.69,155900.0,16.22,83.78,10.33,27.95,42.27,13.37,6.07,5.84,11.49,15.78,11.72,0.0,61.01,0.0,41.0,0.8933435014707485,3043.0,66.30351890184116
28374,17794,58.6,16.26,43.38,40.36,48.92,51.08,90.14,2.5,0.1,2.32,0.62,1.83,2.49,55306.0,90133.0,4.2,24.55,74.48,7.29,0.0,0.35,0.88,0.63,16.37,8034.0,2.17,70.6,29.4,9938.0,80.84,19.16,84.69,15.31,327900.0,15.65,84.35,1.62,12.67,24.16,36.6,24.95,5.81,45.21,38.82,0.0,0.87,8.33,6.78,30.0,1.6859615600764302,1095.0,61.537596942789705
28373,2841,38.0,24.36,60.82,14.82,48.33,51.67,70.96,24.08,0.95,0.0,0.0,1.34,2.68,26029.0,62969.0,9.05,24.16,86.57,8.86,0.0,0.0,0.0,1.34,3.23,1156.0,2.46,59.94,40.06,1245.0,92.85,7.15,67.73,32.27,179700.0,8.83,91.17,4.03,24.21,46.27,17.67,7.81,8.76,8.84,14.86,0.0,0.0,11.65,64.66,1.0,0.3519887363604365,173.0,60.89405139035551
28371,5827,36.3,24.99,63.5,11.52,47.5,52.5,51.02,24.15,9.94,0.62,0.0,6.2,8.08,23986.0,50432.0,12.01,25.66,81.26,13.96,0.0,0.0,0.65,1.14,2.98,2131.0,2.73,51.69,48.31,2492.0,85.51,14.49,72.45,27.55,96000.0,11.07,88.93,14.65,34.44,33.18,11.6,6.12,4.91,10.84,10.49,4.55,0.0,68.18,5.94,5.0,0.858074480864939,437.0,74.99570962759567
28357,2520,40.6,20.91,60.63,18.45,43.53,56.47,47.26,15.67,15.32,0.0,0.0,1.31,20.44,35473.0,41633.0,15.58,34.12,71.94,14.12,0.0,0.0,0.27,1.69,11.99,1028.0,2.45,50.83,49.17,1192.0,86.24,13.76,76.46,23.54,82900.0,6.55,93.45,17.5,32.86,36.98,9.9,2.76,6.31,9.43,0.0,0.0,0.0,90.57,0.0,2.0,0.7936507936507936,201.0,79.76190476190476
28356,4595,49.1,20.33,62.57,17.11,48.23,51.77,72.4,15.56,0.87,1.07,0.0,4.87,4.46,31054.0,54198.0,13.51,28.58,86.82,8.32,0.0,0.0,0.0,0.76,3.03,2016.0,2.28,62.38,37.62,2417.0,83.41,16.59,74.55,25.45,159300.0,8.21,91.79,12.01,33.84,31.77,15.39,6.98,5.66,47.69,13.85,4.62,0.0,33.85,0.0,5.0,1.088139281828074,296.0,64.41784548422198
28351,4767,35.6,24.4,60.6,15.0,44.33,55.67,56.03,23.7,16.78,0.0,0.0,2.92,0.57,18514.0,37651.0,20.62,25.54,87.1,12.65,0.0,0.0,0.25,0.0,0.0,1802.0,2.65,49.63,50.37,2141.0,84.17,15.83,68.04,31.96,67800.0,8.26,91.74,21.48,35.16,32.68,9.16,1.53,0.57,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.2097755401720159,349.0,73.21166352003357
28348,37073,34.6,28.74,61.02,10.24,47.5,52.5,53.89,27.32,1.86,0.85,0.13,5.76,10.03,24470.0,56201.0,14.42,26.18,86.22,8.05,0.0,0.09,0.57,0.15,4.05,12850.0,2.88,54.7,45.3,14218.0,90.38,9.62,72.4,27.6,150600.0,13.74,86.26,8.46,28.46,41.43,15.05,6.59,3.37,8.87,22.06,2.08,0.0,63.95,3.04,19.0,0.5125023602082378,2320.0,62.57923556226904
28338,3895,45.9,23.52,60.41,16.07,47.01,52.99,66.29,18.38,0.0,0.8,0.0,1.05,11.55,25426.0,49914.0,6.24,32.07,89.65,6.58,0.0,0.0,1.07,1.93,0.79,1654.0,2.35,56.47,43.53,1994.0,82.95,17.05,79.32,20.68,89800.0,3.57,96.43,22.69,29.93,29.9,10.24,7.25,7.39,0.0,9.38,0.0,2.43,88.19,0.0,5.0,1.2836970474967906,318.0,81.64313222079589
28337,10611,38.9,21.52,56.34,22.15,51.11,48.89,45.77,45.17,0.79,0.48,0.0,0.09,7.69,20370.0,33011.0,32.31,24.82,77.66,11.66,0.0,0.0,5.97,0.0,4.72,4241.0,2.43,44.16,55.84,6056.0,70.03,29.97,68.5,31.5,117500.0,8.43,91.57,18.78,24.41,29.52,23.02,4.28,4.25,0.0,11.09,2.0,0.0,86.92,0.0,17.0,1.6021110168692867,874.0,82.36735463198568
28327,17406,41.8,23.42,59.53,17.05,45.71,54.29,81.77,8.09,0.12,1.57,0.0,1.42,6.78,30049.0,68193.0,9.5,26.69,79.14,7.47,0.89,0.0,1.66,0.24,7.23,6876.0,2.51,58.01,41.99,7826.0,87.86,12.14,84.9,15.1,198800.0,9.92,90.08,9.28,23.63,37.53,19.68,9.89,4.06,6.93,26.17,0.71,0.0,66.2,0.0,23.0,1.3213834310008044,1286.0,73.88256922900149
28326,23854,30.5,33.73,58.92,7.35,50.21,49.79,59.1,17.03,2.01,3.52,0.12,4.4,13.75,24588.0,65944.0,15.16,33.38,83.28,9.48,1.01,0.0,0.73,0.06,4.04,7627.0,3.12,61.63,38.37,8600.0,88.69,11.31,60.89,39.11,172600.0,17.9,82.1,6.05,25.41,43.1,16.81,8.62,6.51,10.05,34.77,1.03,2.19,48.49,3.48,5.0,0.2096084514127609,1216.0,50.976775383583465
28323,4125,37.8,20.99,67.56,11.44,47.83,52.17,63.37,19.18,0.56,0.19,0.0,2.5,14.21,24710.0,53859.0,8.36,29.92,86.73,3.9,0.1,0.0,0.47,5.83,2.97,1425.0,2.89,58.11,41.89,1572.0,90.65,9.35,71.37,28.63,168100.0,13.51,86.49,9.23,32.39,44.42,9.94,4.01,9.58,1.52,10.38,5.32,0.0,82.78,0.0,0.0,0.0,275.0,66.66666666666667
28320,9524,45.9,19.05,56.78,24.17,44.21,55.79,82.95,12.76,0.89,0.0,0.0,0.97,2.44,27089.0,46872.0,16.39,26.92,86.99,6.44,0.0,0.0,0.27,0.41,5.9,4000.0,2.38,48.71,51.29,4760.0,84.03,15.97,70.62,29.38,93500.0,5.92,94.08,10.63,26.3,46.64,9.34,7.09,0.3,0.0,0.0,0.0,0.0,100.0,0.0,4.0,0.4199916001679966,638.0,66.98866022679546
28318,3644,45.3,20.64,60.32,19.05,50.14,49.86,75.44,8.73,3.16,1.02,0.0,0.63,11.03,31740.0,49578.0,3.32,39.1,88.03,7.04,0.69,0.0,0.0,0.0,4.24,1501.0,2.4,56.03,43.97,1805.0,83.16,16.84,78.01,21.99,86300.0,2.41,97.59,11.51,37.13,34.05,14.33,2.97,3.4,18.55,4.03,0.0,0.0,77.42,0.0,2.0,0.5488474204171241,340.0,93.30406147091108
28315,13804,36.8,27.01,56.37,16.62,46.46,53.54,67.37,18.22,3.3,0.23,0.0,3.77,5.73,24998.0,52359.0,13.69,23.79,81.5,10.54,0.0,0.0,0.17,1.38,4.87,5202.0,2.62,50.01,49.99,5934.0,87.66,12.34,71.84,28.16,170400.0,13.94,86.06,7.74,26.88,36.18,20.06,9.14,3.17,10.96,7.08,12.1,0.0,66.67,3.2,14.0,1.0141987829614605,960.0,69.54505940307156
28314,59189,29.9,26.13,64.38,9.49,48.05,51.95,26.47,49.3,0.5,3.18,0.25,4.63,15.29,25359.0,49643.0,18.01,22.4,83.2,9.77,0.39,0.14,1.19,0.39,2.76,23273.0,2.54,47.48,52.52,26668.0,87.27,12.73,43.19,56.81,134200.0,24.65,75.35,6.57,24.03,41.25,20.15,7.99,8.71,13.45,32.87,9.08,0.95,42.89,0.76,21.0,0.3547956545979827,3280.0,55.41570224197064
28312,19892,42.2,22.07,60.36,17.56,49.5,50.5,58.63,27.19,1.04,0.79,0.0,3.79,8.3,26181.0,49019.0,17.28,26.69,81.18,9.67,0.41,0.0,0.7,0.26,6.65,7833.0,2.52,52.21,47.79,8918.0,87.83,12.17,68.73,31.27,154300.0,13.92,86.08,10.49,30.78,35.4,14.17,9.16,4.13,15.09,15.21,7.42,0.0,62.29,0.0,23.0,1.1562437160667605,1205.0,60.577116428715065
28311,35534,31.8,25.79,62.22,11.99,47.95,52.05,38.05,42.1,0.62,1.99,0.77,5.36,10.67,26930.0,48131.0,19.98,21.9,81.85,9.4,0.75,0.09,1.62,0.45,4.6,14503.0,2.38,49.6,50.4,16814.0,86.26,13.74,47.51,52.49,149300.0,21.48,78.52,6.42,24.22,37.49,19.21,12.66,6.14,11.19,25.54,11.05,7.34,44.43,0.46,14.0,0.3939888557437946,2000.0,56.28412224911353
28306,43300,34.4,29.89,58.61,11.51,47.74,52.26,44.6,33.52,2.83,2.9,0.05,3.68,12.18,26330.0,55029.0,17.64,25.69,82.97,9.1,0.44,0.08,1.19,0.24,5.22,15738.0,2.74,50.73,49.27,17842.0,88.21,11.79,61.8,38.2,165500.0,16.26,83.74,10.65,26.46,36.72,16.08,10.08,6.51,11.04,28.72,13.31,1.6,43.41,1.92,20.0,0.4618937644341801,2555.0,59.006928406466514
28305,5720,45.5,17.55,57.99,24.46,49.91,50.09,66.56,24.44,0.38,1.57,0.0,0.89,6.15,41013.0,54875.0,15.47,18.24,87.62,3.79,0.26,0.0,0.93,1.67,5.72,2875.0,1.98,52.8,47.2,3422.0,84.02,15.98,54.89,45.11,187700.0,14.43,85.57,9.16,16.84,29.2,27.79,17.0,5.54,14.2,29.97,2.52,0.0,53.31,0.0,3.0,0.5244755244755245,324.0,56.64335664335665
28304,35605,35.3,23.28,62.22,14.51,48.34,51.66,41.19,36.82,0.98,3.4,0.14,3.64,13.34,25557.0,49987.0,18.36,22.53,82.77,10.95,0.36,0.23,0.73,0.48,4.01,14400.0,2.46,47.92,52.08,16603.0,86.73,13.27,54.78,45.22,120300.0,20.06,79.94,9.35,26.38,39.65,16.63,7.99,8.64,16.39,33.14,7.25,0.0,40.94,2.28,22.0,0.6178907456817863,2090.0,58.69962083976969
28303,30605,34.2,22.68,59.8,17.51,45.59,54.41,38.18,37.06,0.38,4.84,1.16,6.98,10.69,28422.0,42226.0,21.8,17.92,83.19,7.11,0.87,0.14,1.96,0.71,5.35,14063.0,2.16,45.09,54.91,16040.0,87.67,12.33,44.95,55.05,131900.0,18.59,81.41,7.82,25.88,39.03,15.77,11.51,10.59,14.9,38.59,7.25,1.7,36.27,1.3,19.0,0.6208135925502368,1753.0,57.27822251266133
28301,16981,33.0,19.37,63.96,16.67,46.95,53.05,16.58,70.06,1.43,1.08,0.0,3.33,5.58,17777.0,28023.0,37.06,22.04,74.16,8.05,2.18,0.0,3.37,1.96,6.23,7332.0,2.05,28.04,71.96,9071.0,80.83,19.17,36.51,63.49,92500.0,22.61,77.39,15.26,33.7,35.17,10.66,5.21,3.79,22.05,33.39,8.54,1.09,34.94,0.0,47.0,2.767799305105706,1283.0,75.55503209469407
28278,29919,35.5,27.94,62.66,9.41,48.04,51.96,45.47,31.74,0.0,6.47,0.15,4.96,11.0,39588.0,101432.0,3.16,28.43,72.69,7.39,1.04,0.2,1.24,0.2,14.58,10072.0,2.97,58.31,41.69,10542.0,95.54,4.46,73.05,26.95,300300.0,16.75,83.25,6.63,17.08,28.33,33.96,14.01,14.21,6.77,29.19,16.13,0.0,43.16,4.75,9.0,0.3008121929208863,2406.0,80.4171262408503
28277,70193,39.6,26.4,61.59,12.0,48.34,51.66,64.93,8.19,0.25,15.88,0.0,4.38,6.12,56974.0,105672.0,3.83,28.99,71.42,5.52,2.06,0.03,1.29,0.26,17.76,26780.0,2.62,61.51,38.49,28068.0,95.41,4.59,66.13,33.87,376000.0,16.56,83.44,3.53,11.66,20.86,39.16,24.79,21.27,18.23,56.7,5.81,0.76,15.91,2.6,16.0,0.2279429572749419,4093.0,58.31065775789609
28270,34958,39.3,26.52,60.04,13.44,51.24,48.76,65.91,12.18,0.0,11.03,0.0,3.23,6.85,52693.0,103175.0,4.7,27.69,76.51,7.88,1.69,0.12,0.41,0.8,12.56,12654.0,2.76,63.63,36.37,13149.0,96.24,3.76,71.03,28.97,386700.0,13.33,86.67,2.85,10.22,20.55,41.76,24.62,16.86,15.54,51.54,11.18,0.14,20.11,1.49,21.0,0.6007208650380457,1800.0,51.49035986040391
28269,79059,35.6,24.51,66.08,9.41,47.13,52.87,30.87,49.09,0.14,5.41,0.0,2.51,11.52,32618.0,68636.0,6.76,24.65,76.04,6.8,0.9,0.02,0.36,0.46,15.14,29836.0,2.59,48.86,51.14,31879.0,93.59,6.41,64.05,35.95,199800.0,10.92,89.08,7.81,14.09,35.87,28.1,14.12,12.67,6.94,27.82,13.29,0.0,50.85,1.1,40.0,0.5059512515969086,5716.0,72.30043385319824
28262,47940,28.0,17.29,76.67,6.04,49.61,50.39,35.85,41.19,0.37,13.54,0.06,2.55,5.26,29115.0,57371.0,15.11,23.21,69.1,9.19,1.49,0.24,4.12,1.17,15.49,18277.0,2.38,36.44,63.56,19953.0,91.6,8.4,35.01,64.99,207300.0,24.86,75.14,5.85,8.97,36.49,31.1,17.6,20.49,4.25,68.46,12.35,0.07,14.49,0.38,34.0,0.7092198581560284,3222.0,67.2090112640801
28226,38957,42.5,23.45,59.44,17.11,48.78,51.22,77.69,7.57,0.11,3.05,0.0,1.72,9.67,66832.0,103103.0,5.11,25.12,74.15,8.26,0.76,0.04,0.39,0.18,15.16,15646.0,2.48,60.67,39.33,16602.0,94.24,5.76,71.95,28.05,404400.0,13.62,86.38,3.87,10.6,23.9,37.8,23.84,12.17,19.61,24.67,7.25,0.86,44.63,2.97,28.0,0.7187411761685961,2565.0,65.84182560258748
28211,31510,38.9,24.54,60.14,15.32,45.32,54.68,73.05,13.5,0.16,6.63,0.06,1.35,4.96,70399.0,93236.0,7.9,23.51,73.78,6.02,1.61,0.0,1.51,0.29,15.85,12897.0,2.41,57.5,42.5,14394.0,89.6,10.4,56.94,43.06,490900.0,17.53,82.47,6.57,8.17,18.82,41.74,24.69,9.87,14.89,59.31,0.71,0.8,23.06,1.22,58.0,1.8406854966677249,2143.0,68.01015550618851
28209,24373,33.9,20.35,69.93,9.72,49.73,50.27,79.54,5.67,0.26,2.07,0.0,3.08,9.39,63313.0,82942.0,10.58,20.34,76.4,5.31,3.35,0.8,0.9,1.44,11.8,11670.0,2.05,41.62,58.38,12880.0,90.61,9.39,52.04,47.96,411800.0,23.81,76.19,3.69,7.85,21.15,44.08,23.23,10.17,16.1,21.82,7.22,1.29,51.75,1.82,9.0,0.3692610675747754,1836.0,75.32925778525417
28207,10294,41.8,18.43,65.97,15.6,47.8,52.2,93.15,2.88,0.05,0.64,0.0,1.35,1.84,140692.0,177898.0,4.07,21.79,78.35,2.47,1.42,0.4,3.94,0.1,11.25,4166.0,2.26,59.13,40.87,4517.0,92.23,7.77,80.39,19.61,1060300.0,15.84,84.16,1.11,2.35,10.94,51.01,34.59,2.95,50.66,19.08,7.57,0.0,16.12,6.58,5.0,0.4857198367981348,681.0,66.15504177190597
28173,58565,40.4,31.05,59.63,9.32,49.86,50.14,74.26,8.43,0.05,7.58,0.0,2.65,6.95,52870.0,130705.0,4.05,31.08,75.19,5.31,0.83,0.04,0.86,0.09,16.88,18077.0,3.24,66.4,33.6,18978.0,95.25,4.75,89.56,10.44,416000.0,10.22,89.78,4.37,15.05,23.61,37.61,19.35,10.07,18.1,46.04,10.18,0.29,21.83,3.56,21.0,0.3585759412618458,4111.0,70.19550926321182
28163,5347,39.4,24.35,62.52,13.13,48.44,51.56,80.64,3.2,0.19,0.32,0.0,4.0,11.65,29470.0,63890.0,10.75,33.11,82.65,8.78,0.0,0.0,0.63,0.0,7.94,1893.0,2.82,60.56,39.44,2041.0,92.75,7.25,81.04,18.96,171000.0,8.8,91.2,15.26,31.61,33.18,15.07,4.88,8.94,0.0,3.56,25.31,0.0,71.13,0.0,2.0,0.3740415186085655,413.0,77.23957359266878
28137,3100,40.3,19.19,67.03,13.77,56.52,43.48,92.19,3.42,0.0,1.19,0.0,0.48,2.71,24583.0,65902.0,3.91,24.44,85.74,5.4,1.18,0.0,2.49,1.25,3.94,1080.0,2.58,54.74,45.26,1371.0,78.77,21.23,86.39,13.61,170700.0,8.17,91.83,9.8,38.7,33.23,12.11,6.15,1.32,19.51,46.34,9.76,0.0,0.0,24.39,1.0,0.3225806451612903,268.0,86.45161290322581
28135,5496,41.4,14.59,65.41,20.0,60.66,39.34,48.91,41.14,0.78,1.0,0.15,3.18,4.84,20669.0,50075.0,12.89,26.6,89.55,7.74,0.0,0.0,0.0,0.0,2.7,1619.0,2.49,41.73,58.27,1755.0,92.25,7.75,77.39,22.61,123900.0,14.98,85.02,17.41,35.08,33.94,7.82,5.75,3.82,2.86,41.43,0.0,0.0,55.71,0.0,5.0,0.9097525473071324,446.0,81.14992721979623
28124,6794,43.6,18.34,61.94,19.72,53.46,46.54,84.55,8.08,0.0,4.06,0.0,1.12,2.19,30705.0,65658.0,8.38,32.26,84.8,8.37,0.0,0.0,0.41,2.68,3.74,2372.0,2.84,55.81,44.19,2781.0,85.29,14.71,84.4,15.6,200200.0,6.3,93.7,10.45,35.67,33.93,12.24,7.71,3.72,13.44,71.94,0.0,0.0,13.83,0.79,6.0,0.8831321754489255,476.0,70.06181925228142
28117,41912,43.3,22.27,61.38,16.35,49.66,50.34,82.36,4.13,0.06,4.8,0.04,2.3,5.79,55541.0,92518.0,4.33,29.13,76.42,6.51,0.56,0.0,0.66,0.52,14.39,16369.0,2.56,64.31,35.69,18287.0,89.51,10.49,71.02,28.98,454800.0,17.88,82.12,2.63,15.78,29.16,34.33,18.1,9.53,14.22,49.81,6.36,1.7,22.45,5.46,15.0,0.3578927276197747,3328.0,79.40446650124069
28115,36978,38.4,25.73,61.07,13.2,48.93,51.07,80.09,8.65,0.1,1.69,0.0,2.04,7.37,32482.0,67923.0,9.02,26.3,80.03,8.33,0.46,0.05,0.73,0.06,9.62,13646.0,2.69,55.49,44.51,14560.0,93.72,6.28,70.34,29.66,232400.0,14.29,85.71,8.75,25.24,35.12,22.92,7.97,5.96,9.21,27.8,3.54,0.0,48.8,10.66,19.0,0.5138190275298826,2923.0,79.04700091946563
28114,7194,46.6,18.47,61.7,19.82,49.37,50.63,90.31,2.1,0.0,0.24,0.0,1.7,5.34,25366.0,47400.0,10.88,26.53,86.94,9.24,0.0,0.0,3.33,0.32,0.5,2763.0,2.6,56.99,43.01,3757.0,73.54,26.46,75.21,24.79,98600.0,6.75,93.25,12.19,42.62,32.24,8.77,4.17,3.17,11.4,7.46,0.0,0.0,81.14,0.0,5.0,0.6950236308034473,630.0,87.57297748123437
